B cell	T cell CD4+	T cell CD8+	Neutrophil	Macrophage	Myeloid dendritic cell
A_28	0.0290397199924217	0.130457637644642	0.0788344707328466	0.0883736045987434	0.347132432972623	0.461265549630888
A_29	0.102673891422673	0.120542867367623	0.215756103799235	0.183281558411531	0.0520166288160019	0.596229516069647
A_30	0.108623266691276	0.0870182774803289	0.390463798367192	0.143506727200299	0	0.508361014825519
A_31	0.120601473960605	0.0751838882193536	0.275791000860703	0.209710124225319	0	0.671357682238679
A_32	0.0529145045007081	0.145307879577944	0.176869663815397	0.123004154811899	0.0422924362249627	0.440174755722154
A_33	0.0996674676939536	0.137749282220332	0.191084576277214	0.171721779886463	0.0968595254998745	0.630986343408045
A_34	0.0530531501387369	0.083477472329562	0.160073014232601	0.117298633361491	0.0252262207980111	0.432781716700248
A_35	0.0808361145089534	0.110428376431323	0.189523824981888	0.102667397898093	0.0316982402301811	0.575169671009607
A_36	0.0541726137908607	0.0909276631765018	0.124287322765664	0.0900653748847757	0.013310888479413	0.403786318847695
A_37	0.118147305902418	0.152440167860207	0.317259072771972	0.234819477975472	0.18381086041513	0.895951265109535
A_38	0.0747576326412344	0.245881835729206	0.304494927810693	0.157130771835018	0.0453898453673999	0.660099977198167
A_39	0.0599102324501451	0.128634060559606	0.138839880851326	0.104041583344024	0.145107957230411	0.505539112664397
A_40	0.0812103412438062	0.0770398215194988	0.34805745477008	0.156392282519794	0	0.754080533202114
A_41	0.101234390401295	0.128146540004222	0.191113232175603	0.107942050423025	0.0336599008472338	0.509333534856125
A_42	0.0399233949326134	0.111664554951292	0.149618588456404	0.0921165406717669	0.0131161218939046	0.425233446381984
A_43	0.0503812451018763	0.0776049138127343	0.139348224390375	0.0856843016745836	0.0328318582318747	0.401836494004751
A_44	0.055367157942031	0.0898977622978483	0.128779915003962	0.0784714450835415	0.0199860218981319	0.385755496839333
A_45	0.0554280642656625	0.0637999903464295	0.150505125538349	0.0733408355297527	0	0.38920578339206
A_46	0.0532448370706871	0.125352227123907	0.155496512775532	0.107941608491369	0.0712612282367554	0.470601276481494
A_47	0.0414871225623641	0.0793527454981291	0.129719190290353	0.0861831239503866	0	0.342133093884518
A_48	0.283415041032133	0.0898107759497158	0.309201176618448	0.336218168885373	0.0129614329820115	0.966898105868164
A_49	0.127092784634404	0.1455844590718	0.37882392239432	0.178548103906549	0.0770265011831213	0.883083374644469
A_50	0.0402532470195954	0.0978154921981533	0.154659805904979	0.0889147825012557	0	0.420125610322038
A_51	0.0656311432356685	0.29422968419824	0.362237090242541	0.172959855286201	0.219360009432312	0.645168320660546
A_52	0.0482012234216824	0.064419255047473	0.125260613906185	0.0878660158445157	0	0.418571324600288
A_53	0.12763688761938	0.142936743005758	0.369503783999049	0.25927405490578	0.00246699607885346	0.725830064515381
