TCGA-BC-4072-01B-21-A40L-20	TCGA-BC-A10Q-01A-21-A40L-20	TCGA-BC-A10R-01A-21-A40L-20	TCGA-BC-A10S-01A-11-A40N-20	TCGA-BC-A10T-01A-21-A40L-20	TCGA-BC-A10U-01A-21-A40L-20	TCGA-BC-A10W-01A-21-A40N-20	TCGA-BC-A10X-01A-21-A40L-20	TCGA-BC-A10Y-01A-21-A40L-20	TCGA-BC-A10Z-01A-21-A40L-20	TCGA-BC-A110-01A-21-A40N-20	TCGA-BC-A216-01A-21-A40N-20	TCGA-BC-A217-01A-21-A40L-20	TCGA-BC-A3KF-01A-21-A40M-20	TCGA-BC-A3KG-01A-21-A40M-20	TCGA-BC-A5W4-01A-21-A40M-20	TCGA-BC-A69H-01A-21-A40M-20	TCGA-BC-A69I-01A-21-A40M-20	TCGA-BC-A8YO-01A-21-A40N-20	TCGA-BD-A2L6-01A-21-A40L-20	TCGA-BD-A3EP-01A-21-A40M-20	TCGA-BD-A3ER-01A-21-A40M-20	TCGA-BW-A5NO-01A-21-A40L-20	TCGA-BW-A5NP-01A-21-A40L-20	TCGA-BW-A5NQ-01A-21-A40L-20	TCGA-CC-5258-01A-21-A40N-20	TCGA-CC-5260-01A-21-A40L-20	TCGA-CC-5261-01A-21-A40L-20	TCGA-CC-5262-01A-21-A40L-20	TCGA-CC-5263-01A-21-A40L-20	TCGA-CC-5264-01A-21-A40L-20	TCGA-CC-A123-01A-21-A40L-20	TCGA-CC-A1HT-01A-21-A40N-20	TCGA-CC-A3M9-01A-21-A40M-20	TCGA-CC-A3MA-01A-21-A40M-20	TCGA-CC-A3MB-01A-21-A40M-20	TCGA-CC-A3MC-01A-21-A40M-20	TCGA-CC-A5UC-01A-21-A40M-20	TCGA-CC-A5UD-01A-21-A40M-20	TCGA-CC-A5UE-01A-21-A40M-20	TCGA-CC-A7IF-01A-21-A40L-20	TCGA-CC-A7IG-01A-21-A40L-20	TCGA-CC-A7IH-01A-21-A40L-20	TCGA-CC-A7II-01A-21-A40L-20	TCGA-CC-A7IJ-01A-21-A40L-20	TCGA-CC-A7IK-01A-21-A40M-20	TCGA-CC-A7IL-01A-21-A40L-20	TCGA-CC-A8HS-01A-21-A40N-20	TCGA-CC-A8HT-01A-21-A40N-20	TCGA-CC-A8HU-01A-21-A40N-20	TCGA-CC-A8HV-01A-21-A40N-20	TCGA-DD-A114-01A-21-A40L-20	TCGA-DD-A115-01A-21-A40L-20	TCGA-DD-A116-01A-21-A40L-20	TCGA-DD-A118-01A-21-A40L-20	TCGA-DD-A119-01A-21-A40L-20	TCGA-DD-A11A-01A-21-A40L-20	TCGA-DD-A11B-01A-21-A40L-20	TCGA-DD-A11C-01A-21-A40L-20	TCGA-DD-A11D-01A-21-A40L-20	TCGA-DD-A1E9-01A-11-A40L-20	TCGA-DD-A1EB-01A-21-A40L-20	TCGA-DD-A1EC-01A-11-A40L-20	TCGA-DD-A1ED-01A-21-A40L-20	TCGA-DD-A1EE-01A-21-A40L-20	TCGA-DD-A1EF-01A-21-A40L-20	TCGA-DD-A1EH-01A-21-A40L-20	TCGA-DD-A1EJ-01A-21-A40L-20	TCGA-DD-A1EL-01A-21-A40L-20	TCGA-DD-A39V-01A-21-A40L-20	TCGA-DD-A39W-01A-21-A40M-20	TCGA-DD-A39X-01A-21-A40L-20	TCGA-DD-A39Y-01A-21-A40M-20	TCGA-DD-A39Z-01A-21-A40L-20	TCGA-DD-A3A0-01A-21-A40M-20	TCGA-DD-A3A1-01A-21-A40M-20	TCGA-DD-A3A2-01A-21-A40M-20	TCGA-DD-A3A3-01A-21-A40L-20	TCGA-DD-A3A4-01A-21-A40L-20	TCGA-DD-A3A5-01A-21-A40L-20	TCGA-DD-A3A6-01A-21-A40L-20	TCGA-DD-A3A7-01A-21-A40L-20	TCGA-DD-A3A8-01A-21-A40M-20	TCGA-DD-A3A9-01A-21-A40L-20	TCGA-DD-A4NA-01A-21-A40M-20	TCGA-DD-A4NB-01A-21-A40M-20	TCGA-DD-A4ND-01A-21-A40M-20	TCGA-DD-A4NE-01A-21-A40M-20	TCGA-DD-A4NF-01A-21-A40M-20	TCGA-DD-A4NG-01A-21-A40M-20	TCGA-DD-A4NH-01A-21-A40M-20	TCGA-DD-A4NI-01A-21-A40M-20	TCGA-DD-A4NJ-01A-21-A40M-20	TCGA-DD-A4NK-01A-21-A40M-20	TCGA-DD-A4NN-01A-21-A40M-20	TCGA-DD-A4NO-01A-21-A40M-20	TCGA-DD-A4NP-01A-21-A40M-20	TCGA-DD-A4NQ-01A-11-A40M-20	TCGA-DD-A4NR-01A-21-A40M-20	TCGA-DD-A4NS-01A-21-A40M-20	TCGA-DD-A73B-01A-21-A40M-20	TCGA-DD-A73C-01A-21-A40N-20	TCGA-DD-A73D-01A-21-A40M-20	TCGA-DD-A73E-01A-21-A40M-20	TCGA-DD-A73F-01A-21-A40M-20	TCGA-DD-A73G-01A-11-A40M-20	TCGA-DD-AA3A-01A-21-A40N-20	TCGA-ED-A459-01A-21-A40M-20	TCGA-ED-A4XI-01A-21-A40M-20	TCGA-ED-A5KG-01A-21-A40M-20	TCGA-ED-A627-01A-21-A40M-20	TCGA-ED-A66X-01A-21-A40M-20	TCGA-ED-A66Y-01A-21-A40M-20	TCGA-ED-A7PX-01A-41-A40L-20	TCGA-ED-A7PY-01A-21-A40L-20	TCGA-ED-A7PZ-01A-21-A40L-20	TCGA-ED-A7XO-01A-21-A40N-20	TCGA-ED-A7XP-01A-21-A40M-20	TCGA-ED-A82E-01A-21-A40L-20	TCGA-ED-A8O5-01A-21-A40L-20	TCGA-ED-A8O6-01A-21-A40L-20	TCGA-EP-A12J-01A-21-A40N-20	TCGA-EP-A26S-01A-21-A40L-20	TCGA-EP-A2KA-01A-21-A40L-20	TCGA-EP-A2KB-01A-21-A40L-20	TCGA-EP-A2KC-01A-21-A40L-20	TCGA-EP-A3JL-01A-21-A40M-20	TCGA-EP-A3RK-01A-21-A40M-20	TCGA-ES-A2HS-01A-21-A40L-20	TCGA-ES-A2HT-01A-21-A40L-20	TCGA-FV-A23B-01A-21-A40N-20	TCGA-FV-A2QQ-01A-21-A40M-20	TCGA-FV-A2QR-01A-21-A40M-20	TCGA-FV-A3R2-01A-21-A40M-20	TCGA-FV-A3R3-01A-21-A40M-20	TCGA-FV-A496-01A-21-A40M-20	TCGA-FV-A4ZP-01A-21-A40M-20	TCGA-FV-A4ZQ-01A-21-A40M-20	TCGA-G3-A25S-01A-21-A40L-20	TCGA-G3-A25U-01A-21-A40L-20	TCGA-G3-A25V-01A-21-A40L-20	TCGA-G3-A25W-01A-21-A40L-20	TCGA-G3-A25X-01A-21-A40L-20	TCGA-G3-A25Y-01A-21-A40L-20	TCGA-G3-A25Z-01A-21-A40L-20	TCGA-G3-A3CG-01A-21-A40M-20	TCGA-G3-A3CH-01A-21-A40M-20	TCGA-G3-A3CI-01A-21-A40M-20	TCGA-G3-A3CK-01A-21-A40M-20	TCGA-G3-A5SJ-01A-21-A40M-20	TCGA-G3-A5SK-01A-21-A40M-20	TCGA-G3-A5SL-01A-21-A40M-20	TCGA-G3-A5SM-01A-21-A40M-20	TCGA-G3-A7M5-01A-21-A40L-20	TCGA-G3-A7M6-01A-21-A40L-20	TCGA-G3-A7M7-01A-21-A40L-20	TCGA-G3-A7M8-01A-21-A40L-20	TCGA-G3-A7M9-01A-11-A40L-20	TCGA-GJ-A6C0-01A-21-A40M-20	TCGA-GJ-A9DB-01A-21-A40N-20	TCGA-HP-A5MZ-01A-11-A40M-20	TCGA-HP-A5N0-01A-21-A40M-20	TCGA-K7-A5RF-01A-21-A40M-20	TCGA-K7-A5RG-01A-21-A40M-20	TCGA-KR-A7K7-01A-21-A40M-20	TCGA-LG-A6GG-01A-21-A40M-20	TCGA-MR-A520-01A-21-A40M-20	TCGA-MR-A8JO-01A-21-A40N-20	TCGA-NI-A4U2-01A-21-A40M-20	TCGA-NI-A8LF-01A-21-A40L-20	TCGA-O8-A75V-01A-21-A40M-20	TCGA-PD-A5DF-01A-21-A40L-20	TCGA-RC-A6M6-01A-21-A40M-20	TCGA-RG-A7D4-01A-21-A40M-20	TCGA-T1-A6J8-01A-21-A40M-20	TCGA-UB-A7MA-01A-21-A40M-20	TCGA-UB-A7MB-01A-21-A40L-20	TCGA-UB-A7MC-01A-21-A40M-20	TCGA-UB-A7MD-01A-21-A40L-20	TCGA-UB-A7MF-01A-21-A40L-20	TCGA-WQ-A9G7-01A-21-A40N-20	TCGA-XR-A8TC-01A-21-A40N-20	TCGA-XR-A8TF-01A-21-A40N-20	TCGA-YA-A8S7-01A-21-A40N-20
14-3-3_beta	0.0289324685	0.1599944585	0.14642732	0.255054009	0.0862412840000001	-0.1436950095	-0.0864893715	0.179323225	0.0357750155000001	0.0131729180000001	0.0680740855	-0.340279501	-0.071532214	0.1800547105	-0.342510634	0.0562567675	-0.0506441794999999	0.1239088865	-0.0856510509999999	-0.0518701305	0.155360916	0.1172460775	-0.025897568	-0.1079113255	-0.0918805535	0.0017775745	-0.1261858515	-0.0196561325	0.0358235215	-0.0427498035	-0.1125510165	-0.0244842685	0.1273676545	-0.245733391	0.0263569085000001	-0.0194652205	-0.0401204925	-0.026464869	0.0261055665	0.0589654635000001	0.0727748875000002	0.020588808	0.000908032500000044	-0.00646365199999993	-0.221865726	0.0550665974999999	0.0565824795000001	-0.147159111	-0.027472326	-0.034037139	-0.103440759	-0.2139660945	0.064341412	0.0352652805000001	-0.177595013	0.089399297	0.1508053015	-0.023503546	0.100678858	0.0440507685000001	0.0130778950000001	0.06835423	0.172781582	0.126437835	0.0442425885	0.1973486725	-0.1360384015	-0.048482972	-0.0712613675	0.129039087	0.00749042749999995	0.0308288795000001	-0.2811150015	0.0615634935000001	0.037279011	-0.0347293505000001	0.129680759	0.09268012	0.164499374	0.0828694550000001	0.207598283	0.0311489	0.0959000275000002	0.0358150100000001	0.0250789735000001	0.174666392	0.153547284	0.0433469275	0.107346063	0.0939774795	0.1742304465	0.1036116585	-0.0358739235	0.0177018855	-0.198148759	0.131069564	0.1128275625	0.026341406	-0.00419160699999976	0.0579395465000001	0.0918226515000001	0.139406903	0.149330483	0.0740026555	0.150737783	-0.0147714135000001	-0.0682001209999998	-0.0915437465000001	0.0254810245	-0.0460538924999999	0.045206555	0.0249748595	-0.0128211389999999	0.0719820080000001	-0.0594990295	0.0531500335000001	0.00649090000000013	0.0638573525000001	0.023678814	-0.0919823854999999	0.00636783450000009	0.0909921294999999	0.0671793519999999	-0.0604675865	0.00617753350000008	0.0720098710000002	0.1721006115	0.0550455335	-0.0275307450000001	0.0966811135000001	0.0536689025	0.211926699	0.0295164270000001	0.154099614	0.179627199	0.0430995100000001	-0.1494645635	0.1341310125	0.125423385	-0.048203371	0.0715394825	0.015407139	-0.0886911804999999	0.143175591	0.0850662885000002	0.0860547865	0.0539863910000001	0.160986118	0.136716455	0.0720066405000001	0.1508126025	0.109985274	0.1193912635	0.0709751355	0.1513000425	0.171336835	0.136624976	-0.143350443	0.0662217835000001	0.0258433280000001	0.1601662865	0.0819823355000001	0.1479005575	0.120525894	0.267930612	0.118647705	0.176775639	0.125316351	0.1291715245	0.018304281	0.042498396	0.0715658115	-0.202625703	0.0128899355	0.1811458095	0.0588398625	-0.0422806634999999	-0.00945579149999998	0.0963788005	0.0175611655000001	-0.096403936	-0.1112339095	0.0621639545000001	0.0868348745000002
14-3-3_epsilon	0.168993986	0.124984125	0.1028133435	0.0968801305	0.2315569825	0.044040322	-0.041980415	0.1260659955	0.043379105	0.0878963815	0.0291608449999999	-0.3771007835	-0.00948045050000013	0.016376265	-0.3210869655	-0.029899066	-0.0683059309999999	0.092813496	-0.2990448395	-0.0911681080000001	0.1128113295	0.056802162	-0.0385341495	-0.105910739	0	0.000667558999999998	-0.212452103	-0.141196293	0.119691593	-0.278039434	-0.07896795	-0.080789396	-0.221655775	-0.1131743185	0	0.066968808	-0.017133695	-0.0132519825	-0.0217608360000001	-0.032035997	0.0161466380000001	-0.0702866185	0.045896222	0.0101699055	0.0690874055	0.0321435709999998	0.067375812	-0.2001718145	0.0460448505	-0.2128169825	-0.3180719115	-0.160650475	0.0997065914999999	0.113330551	-0.2584463855	0.0245669645	0.036037868	0.0570981345	0.1323376885	0.073150444	-0.0133539395	0.1157271585	-0.0427542795000001	0.2212662635	0.140432366	0.020409732	-0.128767198	-0.0427620585000001	-0.125516283	0.1893253495	0.101752873	0.074190681	-0.151511031	0.141789082	0.0895920655	0.164890892	0.1860594705	-0.1101705635	0.1604980785	0.0628558255	-0.1497458935	0.0264647634999999	0.10454044	0.1911841515	-0.186314702	0.1526395415	0.0608906975	-0.00423427300000001	0.1704900125	0.119023878	-0.285769772	0.0492838609999999	-0.103734586	3.05189999999511e-05	-0.4161104655	0.0204485575	0.201071632	0.2128132525	0.0117861755000002	-0.00348693999999994	-0.028571566	0.0706182775	-0.000984266499999942	0.054064859	-0.0293856035000001	-0.19556716	-0.1449381575	-0.0981373500000001	0.0637348569999999	-0.080157576	0.0992479725000002	-0.258813954	-0.0393015175	-0.1425698585	-0.025533012	0.030471171	-0.1447955765	0.0349863950000001	-0.0771304945	-0.056451715	-0.217713514	0.0605640409999999	0.2016378205	0.028493953	0.105701313	0.1202104625	0.048143403	0.100668843	0.0848390014999999	0.164683965	-0.028830969	0.0407594925	0.0817483045	0.0780849155	0.1623542925	0.1359664455	-0.0337113680000002	0.0296430719999999	0.1286287505	-0.0455169525	0.159079968	0.00984824550000007	0.00523066999999999	0.1507631255	0.025954424	-0.00610352000000003	0.1288071175	0.2363722675	0.1982125745	-0.000117523000000008	0.086571062	0.1334546595	0.18637136	0.13360479	-0.022316302	0.0954542485000001	0.1912992965	-0.1353645135	0.0843400309999999	-0.0480068805000001	-0.0564270680000002	0.077347523	0.185527068	0.1152242615	-0.0292836055000002	0.0275361015	0.2160531445	-0.0383065715	0.109999586	0.1112846135	0.00445199949999997	0.00869569800000003	-0.1557780415	0.018178069	0.040550889	-0.188580794	-0.156514214	-0.047922683	0.0887126399999999	0.0772103890000001	-0.1080815145	-0.315502348	0.0725154600000001	0.23131202
14-3-3_zeta	0.5023361225	-0.2343217055	-0.125919564	-0.250100252	-0.112600565	0.3385918155	0.1089014475	-0.0667233279999999	-0.2323753005	-0.305077126	-0.2211716965	-0.667210285	-0.318758636	-0.1297631325	-0.366990857	-0.2395948745	0.2875451505	-0.3081898395	-0.195062863	-0.2672991805	-0.18768865	-0.1333409415	-0.059123009	0.0924701245	-0.1368367325	0.1787527905	0.5347368745	0.0769656135	0.1423897015	0.4655805725	0.00475348950000004	-0.0533599355000001	1.0212137985	0.332847853	0.6309705455	-0.0890584465	0.1107822875	0.028543378	-0.1716335965	-0.1679519745	0.1600443455	0.144367093	-0.2129121315	0.05785235	0.27441664	-0.2525049645	-0.1905788325	-0.116575824	0.128237602	-0.290806304	0.210925564	0.1165511005	-0.13050808	0.0336142935	0.191784266	0.109882084	-0.1060262895	-0.281753636	-0.219799781	-0.1328348275	0.068500766	-0.205056414	0.210664252	-0.0845424440000001	-0.0693563995000001	0.1547979235	0.0725294475	-0.131929897	0.0910944105	0.0337441050000001	-0.3380932185	0.1640390775	0.4238119055	-0.1065337825	-0.278147667	0.0529109554999998	-0.25763496	0.769473791	-0.249423024	-0.296171392	1.267452131	0.285633191	-0.2948214005	-0.030696386	0.4369690465	0.08798244	-0.082333446	-0.1495294035	-0.140252163	-0.0147072025	1.4916556945	-0.1250903935	0.0316697075	-0.2959773195	0.066747253	-0.075179514	-0.1793792785	0.301321954	0.344799518	-0.1312431545	-0.3230449525	-0.383760531	-0.34638505	-0.2420066865	0.0668336829999998	0.1296150205	0.690576758	0.0937163544999999	-0.1807348605	-0.0427589924999999	1.101998447	0.1610939835	0	0.532891221	0.1156498195	-0.0423683385	-0.291828293	-0.2048934155	0.705673397	-0.2304430695	0.8364569515	-0.3972703055	-0.277108443	0.1605820775	-0.1087432815	-0.0441770889999998	0.1528331295	-0.0124831395	-0.191376541	-0.1174255135	-0.3633277375	-0.106503005	-0.141437622	-0.106572733	-0.112286685	-0.173940362	0.7842097555	-0.0484766835	-0.294740795	-0.325395969	-0.1433260715	-0.186829813	0.3278838915	-0.102535347	-0.2375245465	-0.2048184175	-0.121272718	-0.100109525	-0.257366194	0.6249684775	-0.1056926785	-0.0343336460000001	-0.2224995185	-0.1972797545	0.4158465065	0.257719845	-0.15293033	0.359487637	-0.0410546735	-0.0760364520000001	0.2604425385	-0.4109371255	-0.1050439015	-0.153653201	0.132708809	-0.283407362	-0.191330285	-0.219526078	-0.2672916725	-0.219863758	0.032109498	0.0484246945	0.637545618	-0.0737322135	-0.0975203995	0.8505261525	-0.0127357325	-0.3107875465	-0.1678075815	-0.1205293865	0.518009602	0.3878333205	-0.2905739475	0.8325717215
4E-BP1	-0.0716994175	-0.0145895295	-0.069411228	0.0655139630000001	0.022689411	0.7044096205	0.2870198115	-0.0243342369999999	-0.0188236895	0.399599471	-0.0581328255	0.198142749	-0.061531939	-0.0785317455	0.014790738	0.0439177914999999	-0.1891002905	-0.1565309765	0.154683918	-0.0817981635	-0.13961218	-0.1083888265	0.037902623	-0.1113803085	0.1714391375	-0.1430051855	0.3060113655	-0.0281779065	-0.0128649565	0.6197283075	0.2563528385	-0.1529996865	0.1488082935	0.422356024	0.0159174855	0.0279700825	-0.0557155335	0.310778993	0.1040212415	-0.0120977584999999	0.0989801485000001	-0.093673317	-0.0585008505	0.513771417	0.269607804	-0.1130565845	-0.1642283165	0.215013423	-0.137723949	0.217896351	0.024014453	0.2886186365	-0.14127394	-0.1242321995	-0.0708868390000001	-0.111726921	-0.0644526504999999	-0.215839991	0.0702332240000001	0.0900058995	-0.206976666	-0.011482058	0.0612682170000001	-0.0322093929999999	0.0212918705	-0.1257409985	0.1511147495	-0.016941962	-0.0279560595	-0.081894708	-0.1867990615	-0.0130817455	-0.0298587915	-0.1801359745	-0.107325333	0.0303051184999998	-0.00817957499999999	-0.07690584	-0.12450305	-0.0403825449999998	0.44813543	0.031734181	-0.0618352714999999	-0.327720191	0.2853058575	-0.163598502	-0.00746855800000001	0.0995131104999999	-0.143290272	0.0217793794999999	0.8748577195	-0.1035522055	0.0915277755	-0.1070607215	-0.338883254	-0.096366141	-0.0966878924999999	0.333345159	-0.204837861	-0.1160284025	-0.0941079955	-0.144583188	0.0182833970000003	-0.2690368075	-0.291334615	-0.2330539665	0.306594569	0.0390693894999999	-0.1939891725	-0.2617490495	0.179186126	-0.0568638295	0.150666769	-0.059219355	-0.2075677295	0.1051555665	0.147295751	-0.1578735625	0.405696679	-0.2638783215	0.0457565695	-0.0981402035000001	0.00143152700000004	-0.2313525345	-0.0767838985	-0.0620121579999998	0.0945843985	-0.1085804755	-0.19660636	-0.1170748275	-0.1478889185	-0.110590504	-0.23084751	-0.115718308	-0.182885085	-0.0672236999999999	0.1548783375	-0.0971858565	-0.105130084	0.176149982	-0.1086401325	-0.12614512	0.3182852685	-0.150300121	-0.0675282804999999	-0.1300128565	0.03163921	0.01150362	-0.03125447	0.2559590065	0.00341007950000005	-0.023427491	-0.0143721435000001	0.0287499095	0.00817353749999999	-0.093484844	0.0927620470000001	0.516662412	0.1314387065	0.212729353	-0.1238013275	-0.00468017449999997	-0.0917872794999997	-0.135482695	0.022778086	-0.093013378	-0.0400519739999998	-0.080791193	0.0707679105	-0.0972377100000001	-0.029442363	0.1408662055	0.024345624	-0.0535984765	-0.0131471294999999	0.7810356905	0.1527502275	0.0406027334999999	-0.1547727585	0.0117267155000001	-0.030300634	0.2530220475	0.1497552925	0.1695819455
4E-BP1_pS65	0.069592561	-0.268117393	-0.1415537995	0.1825674495	-0.1241527595	0.370487964	0.16887219	-0.2857660315	0.019836855	-0.0809355935	-0.048004214	0.3726456835	0.2443811755	-0.138770216	0.3991070515	-0.178893254	0.0807957480000001	-0.232805343	0.3232475955	0.128234991	-0.1649531305	-0.208495775	0.0987392055	0.039794097	0.0713220970000001	0.058886507	0.326157318	0.184216756	-0.18667716	0.411279941	0.266534355	0.07102449	0.0375415190000001	0.5923663545	0.207126315	0.068567957	0.125622309	0.0771576845	0.14821832	-0.0361935749999999	-0.0632814619999999	0.2018966755	-0.109700489	0.0693844215	0.3006397285	-0.225499176	-0.188361067	0.1691166795	0.0131710485000001	0.1016031005	0.3189871265	0.327816454	-0.0891133715	-0.059416833	0.1031302515	-0.0465060595	-0.182985324	-0.1574997435	0.0742995135	-0.10071317	-0.1798128425	-0.0194788915	0.1025008525	-0.2205225105	-0.075589009	0.140197955	0.272833114	-0.1482305855	-0.054763767	-0.0788470364999999	-0.00872519500000002	-0.169198451	0.107355145	-0.053484977	-0.0576412845	-0.0839299290000001	-0.0670352555	0.0598320485	-0.2633230165	-0.1041212875	0.6568576965	0.0725559565	-0.0595754179999999	-0.1782509475	0.276276067	-0.1435476065	-0.1109564685	0.160889285	-0.1997066905	-0.171375262	0.639176849	-0.176768817	0.060442073	-0.092131638	0.0919833715	-0.0864666614999999	-0.199788075	0.1185714315	0.0443033835000002	-0.0687967589999999	0.0275046120000001	-0.1079471155	-0.1483485915	-0.263904978	-0.0706623675000001	0.0584128159999999	0.4976993025	0.239360504	-0.066715016	0.160759297	0.4731079335	0.0481272780000001	0.0887409435000001	0.4588279775	0.027495717	0.0163666040000001	0.1117577765	-0.0973430099999998	0.0566396995	0.325280113	0.027030938	-0.0621286720000001	-0.0506849425	-0.062812065	-0.175513913	-0.2577815965	-0.178352211	-0.252567096	-0.0542605255000002	-0.220569001	-0.145017138	-0.1873437745	0.0135642605	-0.1408192595	-0.2931127605	0.0316961765	0.00278313899999993	0.00973375500000001	-0.0264227565	-0.0621993755	-0.199657966	-0.0671257824999999	0.532206097	-0.2316466815	-0.219060513	-0.026226446	-0.1031706745	-0.2831034095	-0.1209550005	-0.095508687	-0.175001054	0.000134932499999907	-0.171936607	-0.205680403	0.011458758	-0.2569691415	-0.0641740705	0.2985016275	0.404686991	0.0102280185	-0.115925784	-0.15286815	-0.0511670549999999	-0.2662461895	-0.1254395885	-0.1226489075	-0.1454224315	-0.1077105635	-0.236283882	-0.0895229245	-0.0926161525	-0.097263134	0.1251375415	-0.03607187	-0.142396537	0.332364642	-0.0196671979999999	-0.069277407	-0.205673226	-0.0813031339999999	0.2129695475	0.183658542	0.0214695330000001	0.234195501
4E-BP1_pT37_T46	-0.1659009845	-0.3512832065	-0.271083596	0.078720211	-0.151397915	1.4334675755	-0.6413261875	-0.282117898	0.2542734775	0.00937871100000007	-0.0228303865	-0.165873216	0.333340628	-0.1781492315	0.699458527	-0.1604312495	-0.4039521325	-0.5580326935	0.382425197	0.6293798405	-0.391494484	-0.3462219875	0.045629347	-0.1334423935	0.1157848655	-0.3060538685	0.0729403835000001	0.3668083515	-0.2145959965	0.5331740885	0.7227929515	0.00232867549999993	-0.5870008625	0.559836333	0.0696363045	0.3741197285	-0.2340475335	-0.182733604	0.0793962475	-0.1085567985	0.4647575895	-0.0279192999999999	0.1687851485	0.32538129	0.398771432	-0.4048608315	-0.2944001265	0.492983526	0.0204378610000001	-0.123069614	0.317667157	0.6518454205	-0.143396903	-0.0951753595	0.082204155	-0.41823961	0.0937105495	-0.404723333	0.164161206	0.1580666895	0.0402286880000001	0.196747721	-0.265352104	-0.455112364	-0.3537982755	0.2484930555	0.3904588115	-0.841064128	0.3285347475	-0.127942418	-0.1610041325	-0.3001286795	0.0930546705	-0.1355457355	0.037310632	-0.2843685165	-0.353359299	0.0278083929999999	-0.0569380549999998	0.0855138920000001	0.764500242	-0.640684221	-0.2297808315	-0.500613937	0.1939525915	-0.627747879	-0.343375107	0.0972938945	-0.398382245	-0.1286652815	1.5126609865	-0.3005631415	0.1083886435	-0.1195161055	-0.0148339199999999	-0.338934584	-0.5743783215	-0.154406548	0.128572185	-0.5502727375	0.1798273355	-0.301232093	-0.277763653	-0.2892781045	-0.136418038	0.2546201785	-0.413952659	0.5831989735	0.0296437905	0.0913420335000001	-0.555793062	0.4218700005	0.259257617	0.582495102	-0.1915547595	-0.3524047505	0.235691417	-0.3338611705	-0.464739233	-0.3385939805	-0.3769026755	-0.2091509505	-0.164240259	-0.0913015335000001	-0.2172303675	-0.595962884	-0.00285185549999996	-0.3053381995	0	-0.3438219595	-0.2229807225	-0.206703755	0.287689545	-0.518325367	-0.840275482	-0.0736979159999999	-0.4388372735	-0.1718591365	-0.351316152	-0.106565213	-0.2968369075	-0.119121966	-0.3062583645	-0.395057998	-0.1172193365	0.2942910635	-0.066296626	-0.349647664	-0.357552803	-0.3643244135	-0.3413452105	-0.321397768	-0.1126811925	-0.4316225405	0.0161502435	-0.475295182	-0.020540067	0.0432175930000001	0.8250923745	0.486401084	-0.1969247265	0.0816113675	-0.3814116175	-0.398161861	-0.504750501	-0.0387633539999999	-0.210480836	-0.739303061	0.0633139225000001	-0.363610437	-0.21621775	0.1973393465	0.241343851	-0.3208107835	-0.2371990535	0.4845507195	0.1634163365	-0.2156161875	-0.4157341325	0.0256923865000002	0.501025281	0.6228361535	0.0256349675000002	0.4247707725
