Sample	Cancer	BKV	HBV	HCV	HHV1	HHV4	HHV5	HHV6	HPV11	HPV133	HPV16	HPV18	HPV26	HPV30	HPV31	HPV33	HPV35	HPV39	HPV45	HPV51	HPV52	HPV56	HPV6	HPV68	HPV69	HPV70	HPV73	HPV94
TCGA-EA-A556-01A-11R-A26T-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EA-A5FO-01A-21R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	41966.2	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EA-A5O9-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	11855.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EA-A5ZD-01A-11R-A28H-07	CESC	0	0	0	0	0	42.9	0	0	0	10.7	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EA-A5ZE-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EA-A5ZF-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	0	11564.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EA-A6QX-01A-12R-A33Z-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EA-A78R-01A-11R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874.9	0	0	0	0	0	0	0
TCGA-EA-A97N-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	26366.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2GZ-01A-11R-A180-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12401.3	0	0	5.8	0	0	0	0
TCGA-EK-A2H0-01A-11R-A180-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	4.3	0	0	27067.8	0	0	0	0
TCGA-EK-A2H1-01A-11R-A180-07	CESC	0	0	0	0	0	0	0	0	0	5813.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2IP-01A-11R-A180-07	CESC	0	0	0	0	0	0	0	0	0	14267.4	0	0	0	0	0	0	0	1110.9	0	0	0	0	0	0	0	0	0
TCGA-EK-A2IR-01A-11R-A180-07	CESC	0	0	0	0	0	0	0	0	0	25707.8	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2PG-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	0	8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2PI-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	20487.1	14.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2PK-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	0	7246.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2PL-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	2189.5	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2PM-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0
TCGA-EK-A2R7-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	0	5821.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2R8-01A-21R-A18M-07	CESC	0	0	0	0	0	0	0	0	0.7	16.7	0	0	0	0	0	0	0.7	48335.6	0	0	0	0	0	0	0	0	0
TCGA-EK-A2R9-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37825.7	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2RA-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	6547.2	0	0	0	0	0	0	0
TCGA-EK-A2RB-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	28109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2RC-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	3783.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2RE-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	7303.2	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2RJ-01A-11R-A18M-07	CESC	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
TCGA-EK-A2RK-01A-11R-A18M-07	CESC	0	80.3	0	0	0	0	0	0	0	3336.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2RL-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	18215.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2RM-01A-21R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	16.2	21260.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2RN-01A-12R-A213-07	CESC	0	0	0	0	0	0	0	0	0	8841.3	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A2RO-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	1361.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A3GJ-01A-21R-A213-07	CESC	0	0	0	0	0	0	0	0	0	0	15.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A3GK-01A-11R-A213-07	CESC	0	0	0	0	0	0	0	0	0	16290.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EK-A3GM-01A-11R-A213-07	CESC	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	16275.9	0	0	0	0	0	0	0	0	0
TCGA-EK-A3GN-01A-11R-A213-07	CESC	0	0	0	0	0	0	0	0	0	34381.3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
TCGA-EX-A1H5-01A-31R-A13Y-07	CESC	0	0	0	0	0	0	0	0	0	24253.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EX-A1H6-01B-11R-A22U-07	CESC	0	0	0	0	0	0	0	0	0	1330.6	0	0	0	0	0	0	15.9	0	0	0	0	0	0	0	0	0	0
TCGA-EX-A3L1-01A-11R-A32Y-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14252.2	0	0	5.6	0	0	0	0	0	0
TCGA-EX-A449-01A-11R-A32Y-07	CESC	0	0	0	0	0	0	0	0	0	56484.8	0	0	0	0.7	0	0.7	0	0	0	0	0	0	0	0	0	0	0
TCGA-EX-A69L-01A-11R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	34220.7	0	0	0	0.7	0	0	0	0	0	8.1	0	0	0	0	0	0	0
TCGA-EX-A69M-01A-11R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	63.4	0	0	0	0	0	0	0	0	0	22830.7	0	0	0	0	0	0	0
TCGA-EX-A8YF-01A-11R-A37O-07	CESC	0	25.5	0	0	0	0	0	0	0	0	7669.1	0	0	0	14.5	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A23K-01A-11R-A16R-07	CESC	0	0	0	0	1	0	0	0	0	0	15894.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A23L-01A-11R-A16R-07	CESC	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	27748.2	0	0	0	0	0	0	0	0	0
TCGA-FU-A2QG-01A-11R-A18M-07	CESC	0	0	0	0	0	0	0	0	0	32352.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A3EO-01A-11R-A213-07	CESC	0	0	0	0	0	0	0	0	0	10899.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A3HY-01A-11R-A21T-07	CESC	0	0	0	0	0	0	0	0	0	46038.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A3HZ-01A-11R-A213-07	CESC	0	0	0	0	0	0	0	0	0	17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A3NI-01A-11R-A21T-07	CESC	0	0	0	0	0	0	0	0	0	17424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A3TQ-01A-11R-A22U-07	CESC	0	0	0	0	0	0	0	0	0	18574.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A3TX-01A-11R-A22U-07	CESC	0	0	0	0	6.9	0	0	0	0	0	31616.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A3WB-01A-11R-A22U-07	CESC	0	0	0	0	0	0	0	0	0	15838.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A3YQ-01A-11R-A22U-07	CESC	0	0	0	0	0	0	0	0	0	16546.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A40J-01A-11R-A24H-07	CESC	0	0	0	0	0	0	0	0	0	28677.2	61.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A57G-01A-11R-A26T-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A5XV-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	0	4779.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FU-A770-01A-11R-A33Z-07	CESC	0	0	0	0	0	0	0	0	0	73590.5	0	0	0	0.8	0	0.8	0	0	0	0	0	0	0	0	0	0	0
TCGA-GH-A9DA-01A-21R-A37O-07	CESC	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	19162.1	0	0	0	0	0	0	0	0	0
TCGA-HG-A2PA-01A-11R-A213-07	CESC	0	0	0	0	0	0	0	0	0	4565.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-HM-A3JJ-01A-21R-A21T-07	CESC	0	0	0	0	0	0	0	0	0	5341.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-HM-A3JK-01A-11R-A32Y-07	CESC	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	25907	0	0	0	0	0	0	0	0	0	0	0
TCGA-HM-A4S6-01A-11R-A26T-07	CESC	0	0	0	0	0	0	0	0	0	14045.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-HM-A6W2-01A-21R-A33Z-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-HM-A6W2-06A-22R-A33Z-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IR-A3L7-01A-21R-A213-07	CESC	0	0	0	0	0	0	0	0	0	17	19928.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IR-A3LA-01A-11R-A22U-07	CESC	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IR-A3LB-01A-11R-A24H-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58991	0	0	0	0	0	0	0	0	0
TCGA-IR-A3LC-01A-11R-A213-07	CESC	0	0	0	0	0	0	0	0	0	20170.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IR-A3LF-01A-21R-A22U-07	CESC	0	0	0	0	0	0	0	0	0	41004.8	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IR-A3LH-01A-21R-A213-07	CESC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7952.8	0	0	0	0	0	0	0	37.9	0
TCGA-IR-A3LI-01A-11R-A32Y-07	CESC	0	0	0	0	0	0	0	0	0	8282.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IR-A3LK-01A-12R-A213-07	CESC	0	0	0	0	0	0	0	0	0	0.6	0	0	0	57311.8	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IR-A3LL-01A-11R-A213-07	CESC	0	0	0	0	0	0	0	0	0	18811.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JW-A5VG-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JW-A5VH-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	0	3.6	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JW-A5VI-01A-11R-A28H-07	CESC	0	0.7	0	0	0	0	0	0	0	0	3.5	0	28949.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JW-A5VJ-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	0	3315.6	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JW-A5VK-01A-11R-A28H-07	CESC	0	0	0	0	1.4	0	0	0	0	91.7	0	10332.5	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JW-A5VL-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	101067.9	0	2.6	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JW-A69B-01A-11R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	23335.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JW-A852-01A-11R-A352-07	CESC	0	0	0	0	0	0	0	0	0	700.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JW-AAVH-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	19626.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JX-A3PZ-01A-11R-A32Y-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9	0	0	0	27249.7	0	0	0	0	0	0	0	0	0
TCGA-JX-A3Q0-01A-11R-A32Y-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	22392.3	0	0	0	21.8	0	0	0	0	0	0	0	0	0
TCGA-JX-A3Q8-01A-11R-A21T-07	CESC	0	0	0	0	0	0	0	0	0	49197.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JX-A5QV-01A-22R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	24573.3	0	6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LP-A4AU-01A-32R-A32Y-07	CESC	0	0	0	0	0	2.5	0	0	0	0	7314.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LP-A4AV-01A-11R-A32Y-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.6	0	0	21777.1	0	0	0	0	0	0
TCGA-LP-A4AW-01A-11R-A24H-07	CESC	0	0	0	0	0	0	0	0	0	2791.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LP-A4AX-01A-12R-A24H-07	CESC	0	0	0	0	0	0	0	0	0	25497.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LP-A5U2-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	7459.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LP-A5U3-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	27058.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LP-A7HU-01A-11R-A33Z-07	CESC	0	0	0	0	0	0	0	0	0	20152.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MA-AA3W-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	17464.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MA-AA3Y-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39929.9	0	0	0	0	0	0	0	0	0	0
TCGA-MA-AA3Z-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	9482.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MA-AA41-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	51572	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0
TCGA-MA-AA42-01A-12R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	28758.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MU-A51Y-01A-11R-A26T-07	CESC	0	0	0	0	0	0	0	0	0	8564.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MU-A5YI-01A-11R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	3463.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MY-A5BD-01A-11R-A26T-07	CESC	0	0	0	0	0	0	0	0	0	5543.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MY-A5BE-01A-21R-A26T-07	CESC	0	0	0	0	0	0	0	0	0	4482.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MY-A5BF-01A-11R-A26T-07	CESC	0	0	0	0	0	0	0	0	0	16568.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MY-A913-01A-11R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67567.9	0	0	0	0	0	0	0	0	0
TCGA-PN-A8MA-01A-11R-A36F-07	CESC	0	0	0	0	0	0	0	0	0	4706.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q1-A5R1-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	64311.3	2.5	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q1-A5R2-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	22661.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q1-A5R3-01A-11R-A28H-07	CESC	0	0	0	0	0	0	0	0	0	33	2750.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q1-A6DT-01A-11R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	97717.1	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q1-A6DV-01A-11R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	41417.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q1-A6DW-01A-11R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	64428.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q1-A73O-01A-11R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	0	41669.6	0	0.6	0	13.3	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q1-A73P-01A-11R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	0.7	121017.3	0	0	0	35.2	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q1-A73Q-01A-21R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	0	237.2	0	0	0	64494.7	0.7	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q1-A73R-01A-11R-A33Z-07	CESC	0	0	0	0	0	0	0	0	0	65823.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q1-A73S-01A-11R-A33Z-07	CESC	0	0	0	0	0	9.1	0	0	0	0	11576.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-R2-A69V-01A-11R-A32P-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6587.9	0	0	0	0	0	0	0	0	0	0
TCGA-RA-A741-01A-11R-A33Z-07	CESC	0	0	0	0	1.7	0	0	0	0	9318.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UC-A7PD-01A-11R-A352-07	CESC	0	0	0	0	0	0	0	0	0	5486.5	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0
TCGA-UC-A7PF-01A-11R-A352-07	CESC	0	30	0	0	0	0	0	0	0	16906.1	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
TCGA-VS-A8EB-01A-11R-A36F-07	CESC	0	0	0	0	0	0	0	0	0	38657.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8EC-01A-11R-A36F-07	CESC	0	0	0	0	0	0	0	0	0	20775	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8EG-01A-11R-A36F-07	CESC	0	215.7	0	0	0	0	0	0	0	4216.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8EH-01A-11R-A36F-07	CESC	0	0	0	0	0	0	0	0	0	5297.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8EI-01A-11R-A37O-07	CESC	0	0	0	1.5	0	0	0	0	0	7547.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8EJ-01A-11R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8EK-01A-12R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31822.5	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8EL-01A-11R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	0.7	0	0	0	24843.2	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8Q8-01A-11R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	467.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8Q9-01A-12R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	5.7	0	0	0	0	0	0	0	0	28330.5	0	0	0	0	0	0	0	0
TCGA-VS-A8QA-01A-11R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	15202.4	0	0	0	0	0	0	0	0	12.1	0	0	0	0	0	0	0	0
TCGA-VS-A8QC-01A-11R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	5623.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8QF-01A-21R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	35121.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8QH-01A-11R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A8QM-01A-11R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	16624.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A94W-01A-12R-A37O-07	CESC	0	0	0	0	0	1.3	0	0	0	32219.8	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A94X-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11354.6	0	0	0	0	0	0	0	0	0
TCGA-VS-A94Y-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8212.9	0	0	0	0	0	0	0	0	0
TCGA-VS-A94Z-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	11710.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A952-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	27037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A953-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	36753.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VS-A954-01A-11R-A38B-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29598.2	0	0	0	0	0	0	0	0	0	0	0
TCGA-WL-A834-01A-11R-A352-07	CESC	0	0	0	0	0	0	0	0	0	25078.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-XS-A8TJ-01A-11R-A36F-07	CESC	0	0	0	0	0	0	0	0	0	8579.8	36.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-ZJ-A8QO-01A-11R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46175.1	0	0	0	0	0	0	0	6.5	0	0	0	0
TCGA-ZJ-A8QQ-01A-11R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	5.4	0	0	0	0	24.8	0	0	0	0	0	0	0	20324.5	0	0	0	0
TCGA-ZJ-A8QR-01A-11R-A37O-07	CESC	0	0	0	0	0	0	0	0	0	29773.5	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-4074-01A-01R-1436-07	HNSC	0	0	0	0	0.9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-4075-01A-01R-1436-07	HNSC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-4076-01A-01R-1436-07	HNSC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-4077-01B-01R-1436-07	HNSC	0	0	0	0	0	0	0	0	0	22111.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-4078-01A-01R-1436-07	HNSC	0	0	0	0	0	0	0	0	0	0.4	4.9	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-5149-01A-01R-1514-07	HNSC	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-5151-01A-01R-1436-07	HNSC	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-5152-01A-02R-1873-07	HNSC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-5153-01A-01R-1436-07	HNSC	0	0	0	0	1.7	0	0	0	0	28103.5	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-5555-01A-01R-1514-07	HNSC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-5556-01A-01R-1514-07	HNSC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-5557-01A-01R-1514-07	HNSC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
