Sample	Cancer	BKV	HBV	HCV	HHV1	HHV4	HHV5	HHV6	HPV11	HPV133	HPV16	HPV18	HPV26	HPV30	HPV31	HPV33	HPV35	HPV39	HPV45	HPV51	HPV52	HPV56	HPV6	HPV68	HPV69	HPV70	HPV73	HPV94
TCGA-IC-A6RE-01A-11R-A336-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IC-A6RF-01A-13R-A336-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A3I8-01A-11R-A24K-31	ESCA	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A3QL-01A-11R-A24K-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A3Y9-01A-12R-A24K-31	ESCA	0	0	0	0	70.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A3YA-01A-11R-A24K-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A3YB-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A3YC-01A-11R-A24K-31	ESCA	0	0	0	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A4P3-01A-11R-A260-31	ESCA	0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A4QS-01A-11R-A260-31	ESCA	0	0	0	0	0	25.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A4QT-01A-21R-A260-31	ESCA	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A50L-01A-11R-A260-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A51D-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A5B8-01A-11R-A28J-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A5S3-01A-11R-A28J-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A625-01A-11R-A31P-31	ESCA	0	0	0	0	0	103.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A6QS-01A-12R-A336-31	ESCA	0	0	0	0	0	109.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A7DP-01A-31R-A336-31	ESCA	0	0	0	0	2840.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IG-A8O2-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JY-A6F8-01A-11R-A336-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JY-A6FA-01A-11R-A336-31	ESCA	0	0	0	0	0	18.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JY-A6FB-01A-11R-A336-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JY-A6FD-01A-11R-A336-31	ESCA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JY-A6FE-01A-11R-A336-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JY-A6FG-01A-11R-A336-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-JY-A6FH-01A-11R-A336-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-KH-A6WC-01A-11R-A336-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A43C-01A-11R-A24K-31	ESCA	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A43E-01A-11R-A24K-31	ESCA	0	0	0	0	42.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A43H-01A-11R-A24K-31	ESCA	0	0	0	0	395.5	4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A43I-01A-11R-A24K-31	ESCA	0	0	0	0	0.9	0	0	0	0	0	63.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A43J-01A-12R-A24K-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A43M-01A-11R-A24K-31	ESCA	0	0	0	0	7.7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OE-01A-11R-A260-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OF-01A-11R-A260-31	ESCA	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OG-01A-11R-A260-31	ESCA	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OH-01A-11R-A260-31	ESCA	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OI-01A-11R-A36D-31	ESCA	0	0	0	0	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OJ-01A-11R-A260-31	ESCA	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OM-01A-11R-A260-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4ON-01A-11R-A260-31	ESCA	0	0	0	33040.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OO-01A-11R-A260-31	ESCA	0	0	0	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OP-01A-11R-A260-31	ESCA	0	0	0	0	21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OQ-01A-11R-A260-31	ESCA	0	0	0	0	10.3	0	1407.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OR-01A-11R-A260-31	ESCA	0	0	0	0	217.3	70.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OS-01A-11R-A28J-31	ESCA	0	0	0	0	4357.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OT-01A-11R-A28J-31	ESCA	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OU-01A-11R-A28J-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OW-01A-11R-A28J-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A4OX-01A-21R-A28J-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A88S-01A-11R-A36D-31	ESCA	0	0	0	0	9.1	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A88T-01A-11R-A354-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A88V-01A-11R-A354-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A88W-01A-11R-A354-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A88Y-01A-11R-A354-31	ESCA	0	0	0	0	78.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A88Z-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A891-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A893-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A8NJ-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A8NQ-01A-11R-A36D-31	ESCA	0	0	0	0	0	8.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L5-A8NU-01A-11R-A36D-31	ESCA	0	0	0	0	75.1	96.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L7-A56G-01A-21R-A260-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-L7-A6VZ-01A-12R-A336-31	ESCA	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49K-01A-11R-A24K-31	ESCA	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49L-01A-11R-A24K-31	ESCA	0	0	0	0	6.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49M-01A-21R-A260-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49N-01A-11R-A24K-31	ESCA	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49O-01A-11R-A24K-31	ESCA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49P-01A-11R-A24K-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49R-01A-11R-A24K-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49S-01A-11R-A24K-31	ESCA	0	0	0	0	207.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49U-01A-31R-A260-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49V-01A-11R-A24K-31	ESCA	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49W-01A-11R-A260-31	ESCA	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49X-01A-31R-A260-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A49Y-01A-11R-A260-31	ESCA	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A4A1-01A-21R-A260-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A4A2-01A-31R-A260-31	ESCA	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A4A3-01A-11R-A260-31	ESCA	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A4A4-01A-11R-A260-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A4A5-01A-21R-A260-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A4A6-01A-11R-A260-31	ESCA	0	0	0	24.5	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A4A8-01A-32R-A260-31	ESCA	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A4A9-01A-11R-A28J-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A4MQ-01A-11R-A28J-31	ESCA	0	0	0	24.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A4MR-01A-11R-A28J-31	ESCA	0	0	0	0.8	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A5U5-01A-21R-A28J-31	ESCA	0	0	0	0	64.8	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A5U6-01A-11R-A28J-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A5U7-01A-11R-A31P-31	ESCA	0	0	0	0	0.9	6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A7HV-01A-21R-A354-31	ESCA	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A7HW-01A-22R-A354-31	ESCA	0	0	0	90.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A7HX-01A-11R-A336-31	ESCA	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A7HY-01A-12R-A354-31	ESCA	0	0	0	0	0	261.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A7HZ-01A-31R-A354-31	ESCA	0	1.1	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A8HZ-01A-11R-A36D-31	ESCA	0	0	0	7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A8I0-01A-11R-A36D-31	ESCA	0	0	0	99839.8	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LN-A8I1-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-M9-A5M8-01A-11R-A28J-31	ESCA	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q9-A6FU-01A-11R-A31P-31	ESCA	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Q9-A6FW-01A-31R-A31P-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-R6-A6DN-01B-11R-A31P-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-R6-A6DQ-01B-11R-A31P-31	ESCA	0	0	0	0	0.9	63.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-R6-A6KZ-01A-11R-A31P-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-R6-A6L4-01A-11R-A31P-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-R6-A6L6-01B-11R-A336-31	ESCA	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-R6-A6XG-01B-11R-A336-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-R6-A6XQ-01B-11R-A336-31	ESCA	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-R6-A6Y0-01B-11R-A336-31	ESCA	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-R6-A6Y2-01B-11R-A336-31	ESCA	0	0	0	0	0.7	3442.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-RE-A7BO-01A-11R-A336-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-S8-A6BV-01A-21R-A31P-31	ESCA	0	0	0	343.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-S8-A6BW-01A-11R-A31P-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-V5-A7RB-01A-11R-A354-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-V5-A7RE-01A-11R-A354-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VR-A8EO-01A-11R-A36D-31	ESCA	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VR-A8EQ-01A-11R-A36D-31	ESCA	0	0	0	147	40.8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VR-A8ER-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VR-A8EU-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VR-A8EW-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VR-A8EX-01A-11R-A36D-31	ESCA	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VR-A8EY-01A-11R-A36D-31	ESCA	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-VR-A8EZ-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-XP-A8T6-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-XP-A8T8-01A-11R-A36D-31	ESCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-Z6-A8JD-01A-11R-A36D-31	ESCA	0	0	0	0	0	329.4	31.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-B7-5816-01A-21R-1602-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-B7-5818-01A-11R-1602-13	STAD	0	0	0	0	4827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4187-01A-01R-1131-13	STAD	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4191-01A-02R-1131-13	STAD	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4201-01A-01R-1131-13	STAD	0	0	0	0	0	13.8	38.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4253-01A-01R-1131-13	STAD	0	0	0	0	17440.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4255-01A-01R-1131-13	STAD	0	0	0	0	1.6	4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4256-01A-01R-1131-13	STAD	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4257-01A-01R-1131-13	STAD	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4267-01A-01R-1131-13	STAD	0	0	0	0	0.8	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4279-01A-01R-1131-13	STAD	0	0	0	0	20	11	13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4280-01A-01R-1131-13	STAD	0	0	0	0	48.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4292-01A-01R-1131-13	STAD	0	0	0	0	9.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4294-01A-01R-1131-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4357-01A-01R-1157-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4361-01A-01R-1157-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4362-01A-01R-1157-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4363-01A-01R-1157-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4366-01A-01R-1157-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4367-01A-01R-1157-13	STAD	0	0	0	0	0	42.1	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4368-01A-01R-1157-13	STAD	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4369-01A-01R-1157-13	STAD	0	0	0	0	17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4370-01A-01R-1157-13	STAD	0	0	0	0	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-4371-01A-01R-1157-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6452-01A-12R-1802-13	STAD	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6453-01A-11R-1802-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6454-01A-11R-1802-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6455-01A-11R-1802-13	STAD	0	0	0	0	7961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6456-01A-11R-1802-13	STAD	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6457-01A-21R-1802-13	STAD	0	0	0	0	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6458-01A-11R-1802-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6563-01A-13R-2055-13	STAD	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6564-01A-12R-1884-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6565-01A-11R-1802-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6566-01A-11R-1802-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6705-01A-12R-1884-13	STAD	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6706-01A-11R-1884-13	STAD	0	0	0	0	5393.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6707-01A-11R-1884-13	STAD	0	0	0	0	6016.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6709-01A-11R-1884-13	STAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BR-6710-01A-11R-1884-13	STAD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
