NavB_up.ES	MemB_up.ES	CD8T_up.ES	CD4T_up.ES	NKcell_up.ES	Monocyte_up.ES	NavB_dn.ES	MemB_dn.ES	CD8T_dn.ES	CD4T_dn.ES	NKcell_dn.ES	Monocyte_dn.ES	NavB_up.pval	MemB_up.pval	CD8T_up.pval	CD4T_up.pval	NKcell_up.pval	Monocyte_up.pval	NavB_dn.pval	MemB_dn.pval	CD8T_dn.pval	CD4T_dn.pval	NKcell_dn.pval	Monocyte_dn.pval
GBMLGG__TCGA-19-1390	-6.97276854227232	-8.74104456888008	-11.5317259617	-6.24649959196156	-11.2420140210847	-22.2803968858747	-11.324307806697	-6.13987287673689	-9.22253525415897	-3.89494782669244	-5.88913646251024	-6.50972910580194	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-19-1787	-6.10826997093075	-6.85165714929486	-9.37417960008614	-4.79225236840291	-6.92904121084397	-16.2379816872939	-10.227395868088	-5.25967549989844	-8.83533774427012	1.0415358834351	-5.95545588170281	-5.93950686436671	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-19-2619	-8.33553670420133	-9.77454804460209	-11.6124543379388	-5.66504796422894	-10.5006262990407	-22.4528602216869	-11.7994498883655	-5.44141341988085	-9.85344583756995	-3.64689664617353	-7.17551549332359	-5.73793202833108	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-19-2620	-7.48755294297945	-8.572042720314	-11.6740777319117	-6.33252014202415	-10.0782919847186	-20.906833054956	-12.4889485965057	-8.025000699245	-10.4221368463148	1.18346248217203	-7.38296138805029	-5.81250056005109	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-19-2624	-10.0253395548316	-11.2064948393217	-12.7383142692793	-6.67240911043161	-13.4878363345592	-28.8895000396303	-12.6951620146738	-7.09707073070998	-10.4923022258345	-5.58836605360734	-6.42214609244143	-7.03211721237027	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-19-2625	-8.46536922967104	-9.11731250819511	-12.6182406424814	-6.72016818922184	-11.8823509515996	-18.7701916766581	-11.2142672414476	-6.95877411765371	-8.95095450780785	-3.04558983408027	-6.29224935862492	-6.95137029315754	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-19-2629	-6.87199502045467	-7.49837775190608	-8.18096326503235	-4.66040992223	-7.83883167408099	-18.91854041868	-10.3387515551345	-5.31688933545067	-9.53876142252927	1.4435818224551	-6.68047445897482	-5.16063750734405	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-19-5960	-7.99670490376537	-7.94890340221826	-10.789838455018	-5.59467351316951	-11.3581897065827	-28.7190799792599	-12.383874501047	-7.50373663768802	-11.0935918540958	-5.57817108984883	-6.74384633450291	-4.96011516349963	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-26-1442	-5.85740886821225	-7.57069479153897	-10.0824223741029	-5.93625749718709	-9.97985921700104	-22.7508714296926	-12.9538684491027	-11.1990546166096	-11.2943999150519	-3.38633774830352	-7.82909149089011	-4.12498555450321	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-26-5132	-7.46805839684588	-8.54305869689099	-9.71375618832441	-4.85208501644616	-9.35709181318061	-17.3046943707282	-9.84019189017779	-4.95438806163397	-8.80915599189114	-3.46717646727905	-6.29638770772764	-4.51905356632443	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-26-5133	-8.17168634874529	-9.29638013441534	-9.93388234434668	-5.5651556718372	-10.3767341241067	-24.1141019555195	-11.3008813832262	-6.33865891237701	-9.73649129233999	-5.06896236386363	-6.46703714211019	-6.07712957525772	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-26-5134	-7.1075027785165	-8.30987764213361	-10.3392998417458	-6.11541454122357	-9.93409059304174	-21.8645040168597	-10.9188803764215	-4.70795692882062	-7.55032712219453	-3.51436348152916	-6.30283156610532	-6.39771146715476	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-26-5135	-6.67801074285071	-8.88596983196254	-11.0359295503925	-6.26675039106026	-9.72753987882685	-21.7792266903622	-13.4452688937923	-5.51724331032473	-11.5441591787875	2.07089955416746	-5.86183937727208	-5.70449054235381	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-26-5136	-5.3716478338445	-6.85179813460842	-7.01184618473731	-3.89370824337175	-6.61374960569745	-15.8167605121668	-9.48439681874264	-4.91697388224162	-8.30075086862876	1.55945660403596	-5.40671744909672	-5.20678631282285	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-26-5139	-8.16687980666134	-8.93344938645455	-10.5449592864024	-5.51835244131346	-9.7169934418525	-20.4112659128015	-11.7849071572872	-6.22386164702247	-10.5650287564007	1.05352498103474	-7.02815879803176	-6.32203756075659	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-1830	-7.27185825266708	-8.00061526306838	-7.98913117506401	-4.55195369992973	-7.25336185167899	-17.4571371169394	-10.192178527757	-5.0635361715402	-9.10199615124201	1.37632580952728	-6.31177295364148	-5.03636083267063	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-1831	-5.21675695796692	-5.55317169769444	-5.42071175467965	-2.75431569744435	-4.25249471870396	-10.293677791986	-7.65468511725872	-3.43360030206175	-6.32390751130829	1.37104027079917	-5.05999617845556	-7.69908026411623	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-1832	-4.40794474732869	-5.63287718131344	-5.39813602196668	-3.9021853807845	-5.60594617357756	-16.0902737572394	-10.1586809008668	-5.12344475171901	-8.4913039318661	1.97574600526915	-6.21513412598203	-3.37384430422665	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-1834	-5.28064848984331	-6.10660989193357	-6.81701824042521	-4.34449461469241	-7.42697092144381	-19.7086905347278	-12.2364484089311	-6.75672578656492	-10.6630722717977	1.63269476680359	-6.94612950518695	-3.39767762061706	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-1835	-7.12143539202568	-8.54313407164039	-9.47756030869892	-4.61527740987192	-10.793415919199	-25.3611217736652	-10.7218533554692	-6.65845373789706	-8.76417074565199	-5.33804047930722	-5.72691980137273	-4.60565851555033	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-1837	-7.13592838710524	-8.5460076701123	-10.904565480981	-5.99114793308539	-10.1406739781236	-21.1443041552644	-12.3312648181759	-6.33769136455372	-9.9347519012953	1.45891514377248	-5.91116565312986	-5.39552362221753	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-2519	-6.06539479105071	-6.81625825182262	-6.99776487923986	-4.76328252321842	-7.27885530430596	-20.766082769086	-11.0522533687446	-5.1841085712359	-9.97190372774584	1.6084651273055	-6.44850533642525	-5.08343080586913	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-2521	-9.03067064450584	-10.02968315143	-11.5486138123862	-6.49462211330817	-12.235057801608	-24.0931866823853	-12.4371704296964	-7.98327822831226	-9.83666846689847	-4.73772680465457	-6.77615064730835	-7.04456122381268	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-2523	-9.15389237646201	-10.2267324871923	-10.2260510036286	-5.69607697596207	-10.8484496155536	-21.431215322383	-11.351041442929	-6.16623156748332	-9.62823002325777	-3.09582821510359	-6.41104263498037	-6.3146700619473	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-2524	-8.84599177163036	-8.92861853249376	-10.9508162936572	-5.84688322915721	-9.13591268058516	-15.1558467570247	-10.4161479833566	-4.69913307393136	-8.65956826790154	1.48360858151192	-5.61617719275602	-7.18204013949376	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-2526	-6.12879836080391	-7.05786224191644	-2.7606923718826	-2.73341708050734	-5.35548037505087	-13.694995306772	-8.86755219182167	-3.79497241402396	-8.03642962048282	-2.87553267133192	-5.51630140573463	-3.89339293018884	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-27-2528	-10.9344909584265	-10.6273213799689	-14.0688860394682	-6.94091639942658	-13.0904631540321	-21.2814369954336	-11.7330811841214	-7.22697746100818	-9.84567047018394	-3.63071526171073	-7.08616357036351	-8.36516786037313	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-1747	-6.21884266318925	-7.79494784847177	-7.23497080115929	-4.11177762806047	-7.56295545526898	-17.6642102408263	-11.2495941405522	-5.41108106935186	-9.70399923486197	1.41974174397578	-6.20035721101946	-3.52527609433858	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-1753	-7.17239505348843	-8.75038507201486	-6.62500874924212	-4.11825071800149	-7.57137900384793	-17.2029473813447	-11.4597216879762	-5.65982743505212	-10.2477264022743	2.38675456160124	-6.92937602998779	-3.56167948714095	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-2499	-6.10856019922413	-6.22734906666732	-10.3258326396378	-4.96636071684693	-10.162914556742	-16.5337042427125	-11.2084176476347	-9.81377516557053	-9.35719137565394	-3.26666498519528	-6.96218173666157	-5.39647871589127	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-2509	-7.73805821146355	-7.27410032190564	-9.90220583798446	-4.86883771660535	-7.83837151240524	-16.4043516715927	-10.2322490170275	-5.64300255292528	-8.36905083230188	-3.26028984638642	-6.22493256295025	-7.15928568094782	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-2510	-7.46161306242186	-9.22360399959943	-10.9899673429478	-5.89531880624283	-10.9238281404409	-27.6005427021208	-14.9101407566752	-7.02200742045623	-12.9793567384791	-2.95026316921738	-8.60657886041078	-5.77603085604447	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-2513	-6.4714043259209	-7.80282333492339	-6.37255992799016	-3.37068942239248	-6.62971810458132	-13.5843447561562	-8.99508102148277	-4.55300450424645	-8.41021099432764	2.35362183924149	-6.42589035497104	-4.54314958874816	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-2514	-7.34077209024565	-8.94562777439887	-11.3723464738622	-6.23136802228992	-10.9747524689274	-22.9934148660778	-13.7477154900094	-6.67916150579243	-11.261782598515	-2.78474162626124	-7.05877342272751	-6.47255758775166	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-5204	-6.56760246754526	-8.49384948675703	-8.23191635164569	-3.75739200966952	-7.36755827902018	-16.7335173725227	-10.2785813421012	-4.24180972617977	-8.81343736182512	1.30630367463167	-5.59328103262225	-4.50060370805471	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-5207	-6.92469501015583	-9.005890531869	-9.01649676896201	-5.33667720153914	-7.99512044413138	-25.2740531733484	-12.5109044346514	-5.63843988504777	-11.3877898841614	1.03404858374261	-7.36917998817884	-4.47938944666728	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-5208	-6.77639299741435	-8.69195198234012	-9.90520135135015	-4.88441544722712	-8.40459523812661	-17.5542027092104	-10.3910105427135	-4.84172706393388	-8.88053634851598	1.13230655168751	-5.5627764802603	-6.8257716154851	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-5209	-8.1204109424995	-8.80830364914718	-11.5700681330104	-5.86284743228314	-10.6071535564778	-21.3487723338673	-10.8487175309494	-6.07648026993621	-9.12294740782643	0.965053670678487	-6.05889977119074	-6.9967312669272	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-5213	-3.91059473097738	-4.96265537642518	-3.59393052090275	-2.7541318934719	-4.80237716550413	2.02687207128395	-7.40752344438835	-3.99340264041436	-6.28887788591638	2.39880036212093	-4.98679539050725	-5.57652918848512	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-5215	-7.30863421323663	-8.09951404535167	-8.88378554295737	-5.22518850883494	-7.45679492844306	-21.5458338277407	-12.2916005621953	-4.80056566369219	-10.7102007468606	1.56428895137607	-7.29188905946339	-5.20038795230856	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-5216	-7.9559217119456	-8.57746218034988	-11.7161652680132	-6.35379372784074	-11.0885490549661	-22.7305051162997	-12.7013689896468	-6.35065400758338	-10.9618991096758	-3.00676811061301	-6.85329356959154	-7.6286116484882	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-5218	-5.20219872170852	-4.63680914393177	1.03223155007778	-1.88207053402204	1.40789464144634	-12.2022677866311	-8.31022605798324	1.29760799401657	-7.7329003761318	2.51757566668835	-5.22476864439889	1.66543276542205	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-28-5220	-5.94633344373149	-7.33387608190511	-8.10782325247775	-4.7665074449012	-7.8714569393204	-16.9799658893432	-10.727638237158	-6.16485163194857	-8.74074307732983	1.1092184261336	-5.66736184432877	-6.30917481524043	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-32-1970	-7.95550353807428	-9.28407143128877	-10.7747522113587	-5.84687061230765	-10.6829066992721	-23.0620659393955	-11.9878578485388	-5.57917535604625	-10.011204366361	-2.59348610641942	-6.8827477134265	-5.5309746772828	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-32-1980	-7.01004447266173	-8.3317108425559	-5.88579157378171	-4.7559775774571	-8.46606505436305	-23.4861828889245	-13.8673409505459	-6.91871659912861	-12.7955724847688	1.91400911031148	-8.02177698140417	-2.74530882213443	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-32-1982	-6.38413048900331	-8.10581637782068	-4.16733271321584	-3.245967067491	-6.11228092663784	-16.3113620523602	-10.4967004430034	-4.11621764509004	-9.41402790874529	1.63042312994243	-6.141708126244	0.647388025308816	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-32-2615	-7.3529364588707	-7.60767375180791	-8.25962938155756	-4.57288433321653	-7.32014116916485	-20.4138514744866	-11.4553856806072	-5.36489831460297	-10.0567643775415	1.51435717033196	-6.80074142627858	-4.18825004221636	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-32-2616	-5.87864422827212	-6.5614493834943	-8.66445249250078	-4.76217761917828	-7.83738415684539	-18.533797761099	-10.7423167134257	-5.15113288537433	-8.61404843992038	-3.55600139119913	-6.06992808560091	-5.91764998143007	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-32-2632	-6.48279488799933	-7.71480532793491	-3.74197755389051	-3.86289260357912	-5.47586587909945	-18.1933362326599	-9.48888817872138	-3.61097971430082	-8.79629528209524	1.93768474923473	-6.42087199003697	-1.69111451470323	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-32-2634	-8.61616618974038	-9.69792516813746	-12.7709999058676	-7.55300461608002	-13.358251312743	-25.640758381883	-13.021282820636	-7.15528040487914	-11.310976388224	-2.99851471549519	-7.01203162716453	-7.10432300804397	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-32-2638	-6.80875949448263	-8.42075739951477	-8.44012608246326	-3.95343527028993	-7.23709169929928	-16.3920777140999	-10.6224848204868	-4.95486571252036	-9.53921333932636	1.80258732815968	-6.1336839765241	-4.6141677401416	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-32-4213	-5.90933571251457	-6.82291121367551	-4.91708537533089	-3.19747890328265	-6.37115728590775	-15.0627531669328	-8.90561097023794	-3.31353803208702	-6.52683047846543	2.2850291404481	-5.18584088008787	-3.78571452098449	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-32-5222	-5.31673702778154	-6.72339025016121	-8.37285197187251	-4.10387262680856	-7.7221728929226	-13.2209269867037	-10.1625210918979	-4.5927144037238	-7.72848560166704	1.55480413327356	-5.31862188747132	-7.09997631914989	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-41-2571	-8.5633388392639	-9.98367553296816	-12.3806202191845	-7.25644142242603	-12.2142904191835	-24.4746550027197	-13.2001351020227	-7.73338403168062	-10.4934433429761	-3.12258559367952	-6.57375037014097	-6.90818407556273	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-41-2572	-7.11902027719405	-8.66827578809703	-9.08189176875665	-4.99179075063902	-8.02582409728931	-17.080311011808	-10.8161650516691	-4.86726442021459	-9.32612307511048	1.08185756110647	-5.98070826800606	-5.15751970811787	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-41-3915	-6.92993910123412	-7.40481495981523	-7.58698087058723	-4.47207498157841	-6.91953487459687	-16.9336959988732	-10.5495834378561	-4.635513129825	-9.35728767335144	1.70951344724138	-6.48709980431835	-4.73940483950326	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-41-4097	-7.65165329854854	-9.09101632645259	-5.91458996141345	-4.54538483546094	-8.66923648901867	-22.1182268707782	-13.2048478612216	-6.26412700891613	-11.5253943076242	2.04554264867019	-7.86050589759577	-2.56761915290311	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-41-5651	-8.08298928848707	-9.57197493191775	-10.5732907453056	-6.39128610807693	-11.7862812538232	-28.0638935711049	-13.0305815588894	-6.45485878575781	-11.0857819653407	-4.41118694910221	-7.10289475773223	-6.2461661057442	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-76-4925	-9.57606038737828	-9.87359511995637	-12.5272574047947	-6.30549718768526	-11.986920623896	-18.9494445031479	-9.8277398603816	-7.29130867795961	-8.24568115337238	-4.42200029459272	-5.93082239222615	-8.01947507727098	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-76-4926	-7.82698825364708	-8.27067106836091	-12.1623096023556	-6.38481107197184	-11.3184652321516	-24.4039911331728	-12.277362719332	-7.16991020431968	-11.0746457033479	-3.58631959375785	-7.59395412358266	-6.9299818375713	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-76-4927	-7.76649843827661	-8.91776974104588	-10.8249354598933	-5.64836143189512	-9.13404684323136	-18.0261943578156	-11.8344548030473	-5.78171304159734	-10.595341981077	1.82489505042593	-6.6802497879879	-5.78534699985493	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-76-4928	-7.11741816369989	-8.35291056084685	-7.73937331009872	-4.53752073101192	-6.23230352688564	-17.160233483454	-11.1202714423239	-5.20834206146834	-9.88797141371337	1.4313364649668	-6.15502395648293	-5.55222224612827	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-76-4929	-7.11134910938499	-7.69674260905147	-11.1462093033137	-6.75406191313728	-11.269238537679	-24.1155376126707	-12.8866426610095	-8.23332712204081	-10.9662525619038	0.984274753267015	-7.63524867341123	-5.48335401785866	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-76-4931	-9.62329123848348	-10.5821761901	-12.6957162717084	-6.74495543272081	-12.3338773361828	-23.6267447906803	-12.3462804463273	-7.67925019099071	-10.6564391529401	-3.54283688411917	-7.29367007059053	-7.09839497581461	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-76-4932	-7.4071224262972	-7.61490632984887	-10.179219762494	-5.80961320779863	-8.92278786380767	-14.7056258861718	-9.58781806201081	-6.00801999727832	-8.26916319982904	1.31474021344225	-5.36965327250452	-6.11489299840105	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-4938	-6.76454587192354	-8.47570965919459	-10.7325627887151	-5.97427772153185	-8.85967528270863	-21.7989602225572	-12.1345857556554	-10.2000187404533	-10.2364700760664	-3.82038335802336	-7.90126199677458	-5.13066885346945	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-4941	-5.88542538922687	-7.00556194784735	-6.83116232406146	-3.89094760335272	-7.30248472788245	-20.7214183194477	-12.1237149161016	-6.04901482764594	-10.2468111782516	1.24781205988028	-5.95942744298439	-1.65663606647318	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-4942	-6.14158232729694	-7.28067503926992	-8.12154632620335	-4.62527361274529	-7.23161791707818	-20.988920583125	-12.8398731830131	-7.1946273634845	-10.9229702385555	-3.00390434815759	-7.31683437493551	-3.52583356530231	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-4943	-6.72989347666876	-7.69785704900945	-10.1587599844437	-6.29162007236685	-9.73315875102272	-22.0090391964227	-11.5864797416668	-6.24639726308972	-8.92097637536924	-3.83437154962327	-6.27353218665289	-5.14627512231366	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-4944	-6.67713448705761	-8.02170585285185	-7.72589077678259	-5.23481502370911	-7.49462123538517	-23.5099787359746	-13.5929389023574	-10.1732448244259	-11.6459011551276	-2.98813670445384	-8.90252284072052	-2.94630885180807	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-5390	-7.61938469669529	-8.3198167654401	-9.97188532762224	-5.56791345459027	-10.8484430665579	-31.4893149520331	-13.961572256401	-8.39394602470652	-11.3041288426833	-6.71141795542368	-7.51495814179313	-3.96398758617219	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-5393	-6.67309271027966	-7.88785159506836	-9.75346663492783	-5.85125825682764	-9.10051778906759	-22.7455409479016	-13.6094685250824	-10.3112191606077	-11.0507579262737	-3.53620961588749	-8.12910302837068	-3.78965838092433	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-5394	-6.93863482192005	-8.48037184265268	-9.82638311573838	-5.31814995385219	-10.4542605925079	-31.9339913747115	-12.7146057431726	-9.44289294088181	-10.2160292389563	-7.67819539051372	-7.13679980295015	-3.28466710638837	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-5395	-6.8719675627239	-7.44584483195774	-11.5554241811417	-6.42237623045882	-10.6566658909379	-25.6461302030072	-12.1671930943876	-7.67426415754765	-9.70006428031829	-3.47165323182623	-7.96547852354882	-5.23311730127423	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-5396	-5.81705373879481	-7.12975635074048	-8.22187880769931	-4.86868899040636	-8.96646293125994	-19.9024257065546	-12.925929726608	-7.57899082607395	-10.7074888601586	-4.05461425549509	-7.26322168035756	-3.90763418297197	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-5397	-6.48456187868346	-7.68975425789225	-12.3272669188302	-6.44220847570402	-11.0248160465966	-24.2101202094616	-13.2498315386004	-7.70102495391041	-11.1930835373496	1.2355308021012	-7.78841844720762	-6.48862854440395	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-6186	-5.70084826991342	-6.2741259071143	-10.20507014002	-5.11222905287682	-9.4609276503971	-22.4260374923481	-10.4778950525132	-9.18900696354755	-8.86497598494128	-4.01299061597874	-6.67413767347052	-4.94546364280308	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-6188	-7.92964405306742	-7.57575629106646	-11.9085614792159	-5.90369226077844	-10.6999433165059	-21.527941632927	-11.2796837968144	-5.6351311186806	-10.2101857573962	1.10146840242836	-7.34608411464902	-6.70547640737978	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-6290	-5.58618742534783	-6.98305822634446	-7.83261964914524	-4.76075950405226	-6.72939065731282	-18.1418365544374	-11.9084044065711	-8.70460186849678	-10.077161858792	1.53209393515625	-7.21519446619767	-2.65526276352058	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-6665	-5.95221557477892	-6.81627030338326	-5.00072121376245	-3.99806245081971	-5.07656169830762	-14.5680078978128	-9.49958857012477	-4.68115050749485	-9.64956451573337	2.11818592601716	-6.39641828499573	-3.83426108186243	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-6666	-7.05405560714812	-8.04680617657335	-8.48446051729319	-5.21276199917367	-8.53383495378511	-22.5884346632403	-11.8401561941762	-7.34354162739702	-9.75055225482633	-3.64997748790496	-6.2947189309075	-4.04402811158343	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-6667	-6.43350771265524	-7.6194997885786	-9.86712141625785	-5.86536618758451	-9.5793104760212	-25.2874747482939	-12.9710402018584	-10.3051424266012	-10.8197073449647	-3.79143982430589	-8.04926541495357	-4.65495977998074	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-6668	-6.77285699755468	-7.43013868987872	-10.1022653549845	-5.79879475389494	-11.508896515499	-32.0758278685053	-13.9477992809413	-10.6552315237971	-10.4252516977478	-6.5548534060128	-7.22641586775651	-4.33160687306337	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-6669	-6.78731563235804	-8.67606733396623	-9.23262534701029	-5.56674364023684	-10.8565825296458	-34.026334420439	-15.5818869834424	-12.3213387457523	-13.6302189676886	-6.61915157952292	-9.83642277009616	-3.7877647617617	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-CS-6670	-8.80071371880307	-9.97007141019098	-12.0692532691684	-6.56859568711506	-12.0279653245272	-33.3704695048103	-14.5380120308153	-10.5795076827719	-12.6001895769425	-5.71220795331062	-8.74239491413259	-5.15051497013683	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-DB-5270	-6.83457265798644	-8.64881319486925	-9.38713826031414	-5.6885774747301	-8.04888426789659	-26.8258459848301	-15.1928475191442	-9.10016337288857	-13.3924279435372	-3.61992051242751	-8.7795729847898	-4.33224486710051	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-DB-5273	-5.37992540385781	-7.03481156317585	-9.17282508127337	-5.8070524826303	-7.30747272640184	-19.8679168436357	-11.4315090143358	-7.71306744833848	-9.97759642436282	1.06353750222327	-6.96951533160058	-4.83886272356872	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-DB-5274	-7.036460664607	-8.61531033337558	-7.52522789740134	-5.63194783406243	-7.47813434307265	-23.4689376018013	-12.8048781314216	-5.70768676598933	-10.5542418295781	-3.55183640381471	-6.90380934331008	-3.41265829093503	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-DB-5275	-6.5742974121747	-7.77644621970992	-10.8282604321145	-5.93703715668875	-11.0312532142799	-24.6879006473018	-12.8211708769153	-8.40609114896416	-10.719992155402	-4.46613270176684	-7.41743954178548	-4.6764179659336	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-DB-5276	-6.55223007489001	-8.06664432268506	-6.69296368200269	-4.84813494299714	-5.94116558956271	-22.969251042802	-13.5945179964305	-9.19808128337716	-12.4992869590254	1.25446000349584	-8.64860394556396	-2.78122966111771	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-DB-5277	-7.2131176845923	-7.53366571871921	-11.0803917545781	-6.86752955835781	-10.6832903004039	-26.4045199924277	-12.6114709404214	-7.5308636988177	-10.4421622368314	-4.75595887690582	-7.16176257953199	-5.43728347412881	0	0	0	0	0	0	0	0	0	0	0	0
GBMLGG__TCGA-DB-5278	-6.89767670248728	-8.52720571918329	-10.0132763338413	-5.81044240368305	-9.69440570946968	-28.7251912711578	-14.8260066048592	-10.9237957452683	-12.5468101579195	-4.34831605792633	-8.55769377941665	-3.26142487496969	0	0	0	0	0	0	0	0	0	0	0	0
