NavB_up.ES	MemB_up.ES	CD8T_up.ES	CD4T_up.ES	NKcell_up.ES	Monocyte_up.ES	NavB_dn.ES	MemB_dn.ES	CD8T_dn.ES	CD4T_dn.ES	NKcell_dn.ES	Monocyte_dn.ES	NavB_up.pval	MemB_up.pval	CD8T_up.pval	CD4T_up.pval	NKcell_up.pval	Monocyte_up.pval	NavB_dn.pval	MemB_dn.pval	CD8T_dn.pval	CD4T_dn.pval	NKcell_dn.pval	Monocyte_dn.pval
KIPAN__TCGA-IZ-8195	-6.95970713511138	-6.053814673834	-11.6115569448301	-7.26208726284974	-10.6066824734046	-12.8617670012016	-10.2152435375246	-12.4272570843295	-7.70529210844453	-3.37531600758569	-6.37408872182989	-8.28532355557725	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-IZ-8196	-5.90006830939602	-6.36129714505656	-8.86461267858328	-4.74277963369642	-8.4908078602926	-11.3273349427597	-8.09501549397919	-9.54060602127794	-7.36947595558936	1.33253055304028	-4.90165195848257	-6.04852382229663	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-IZ-A6M8	-3.32965354696861	-4.20496635628812	-2.287692425994	-4.43817941048724	-3.13081406799912	2.24614148236479	-8.29583140054969	-6.06112141632021	-6.80732120771605	2.43932975036608	-5.02569069605461	-5.05202909301255	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-IZ-A6M9	-4.04434653243551	-5.03357194615719	-2.48535324323663	-4.13158787107507	-2.77390268137044	-10.0066659497744	-9.82477240437054	-8.17560464480126	-9.09869149830338	1.92877725625898	-6.79290831858253	-2.51201239193135	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-J7-6720	1.12014228559765	-4.85485868838535	-2.33327296735368	-4.48902276576508	-4.44979145402813	2.26727353922683	-8.98476154487965	-6.50850812073713	-7.61015650981722	2.65882331730144	-5.00310981457837	-3.8014847143705	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-J7-8537	1.62429146682	2.40860603733487	1.958976942193	-4.29047839195316	2.56454259526892	2.25708520425907	-9.40252178074197	-5.06649670463823	-6.80284143875961	2.34384970328631	-4.47611300640569	2.07735894357857	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-J7-A8I2	-7.63662786019504	-7.6841179100691	-5.79611532421218	-4.0112642022504	-8.60561507718722	-25.2354564651577	-8.57268829713709	-7.56792516816763	-7.61870210678726	-8.769857046509	-5.48075602480386	-4.09452421138685	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-KV-A6GD	2.25524149552647	2.97535693611224	1.21227916964259	-3.29984115942824	1.73827894674311	2.73973173509753	-8.26178676656015	-7.02928725213379	-8.15522228784016	2.98292493801783	-5.54843334154348	-1.87068490730745	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-KV-A6GE	0.870431734303333	-4.96037886290247	-2.5318283833524	-3.93429030338643	-4.10595184278668	-11.4874362217013	-10.3421992715843	-6.97114155975257	-8.94666349535037	1.42081366083665	-6.9150733300294	0.366853335315839	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-KV-A74V	-4.12900297990412	-5.59260874286314	-2.74360232680734	-4.79688298854387	-5.12144097819824	-13.4305287981593	-10.5248861208707	-9.55180292205635	-9.00367041207666	1.10575452446429	-7.51552953259653	-2.38849066734012	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-MH-A55W	1.23256041722027	-5.26083485210207	0.783962197864899	-3.96749423939884	-3.72838662797387	-11.2909263979803	-9.42384784258843	-7.62286199528964	-8.54750804903678	-3.47369153197008	-6.11504634470964	1.33717387972643	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-MH-A55Z	-3.00144041786494	-5.03104294388775	-3.49480262782724	-4.45378172006677	-4.49633877144845	-10.3404386698916	-10.6834321504182	-7.63624572609468	-8.29220400873984	1.68081169255375	-6.61134781958317	-1.63462668200716	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-MH-A560	-5.23145592075999	-6.07763574354366	-7.6293512781919	-5.91877983283906	-6.65375285155317	-9.24019871210654	-9.65118169933468	-11.1124968514102	-6.96654283374714	1.28721641525434	-6.36193952234993	-6.21253188220641	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-MH-A561	1.34366677357925	-5.14631808181172	-2.32446565738334	-2.97286386954122	-4.12539917713447	-10.6443440031829	-8.75769416668991	-7.56332948659193	-8.6841538466669	1.74972207445843	-5.77089141021825	0.693712109097519	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-MH-A562	-2.69987349660698	-4.19772006981994	-2.28232683056306	-4.03067428838031	-3.77913829415866	-8.97311590154625	-9.61022214720275	-5.51191535340709	-7.44676007079612	2.42969105826994	-6.0330446917781	-1.3437511874549	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-MH-A854	-6.50282711416949	-6.27323398665671	-3.55519559886901	-5.11891377795541	-5.18313770051763	-14.4329945690989	-9.82871531182237	-7.42434070172566	-9.04398197164536	1.4605489831519	-6.90260307290427	-3.14706527535618	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-MH-A855	-3.70603807265171	-5.29657856478369	1.68209688221682	-4.66188879141591	1.95056257702394	1.52069479733078	-10.18269079569	-6.57584060257029	-9.16908382462084	1.86400669744747	-6.19113991404448	1.31554662321303	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-MH-A856	-2.55185811318731	-4.88460825221469	-5.81700633155494	-3.76179311390896	-5.84929904966734	-8.78072780971334	-8.83600622621446	-7.26982586127569	-8.54449613290802	1.54890918464787	-4.65468995782203	-3.03833873726011	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-MH-A857	1.01557994821557	1.50808252325906	-4.42527524708814	-4.33633861087594	-3.09863561662527	-10.3349203619443	-6.65100828727061	-10.781410142577	-6.2985871814172	-5.63797530067473	-6.8964494883817	-4.84569233386492	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-O9-A75Z	-3.2344578888269	-4.97042032781636	-2.96617226840242	-3.15445380005271	-4.80713055590595	-8.55587176812932	-7.61542492005142	-6.87698261652141	-7.63776530310934	1.52572292176796	-5.33390941264341	-1.78289897716677	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-P4-A5E6	-3.12306600349333	-4.67859594732143	-3.05021443963102	-4.32947105568039	-5.34550114099736	-11.5433327330729	-10.9915660120485	-8.14214980327997	-8.95764409741164	1.64651718789498	-6.94592522607458	-1.92602835134891	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-P4-A5E7	-3.86961619486881	-5.05678855380355	-3.69860606693797	-3.3655572460348	-5.30945266116886	-7.64224275767247	-8.50161976632153	-9.29647928665391	-6.98765603979283	1.57744528251058	-5.14949458018985	-3.51500114727107	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-P4-A5E8	-6.15019457207805	-5.62728463119053	-3.48284506876504	-4.3093341333993	-7.40959645253869	-15.5343618385797	-8.88617241091431	-4.62361976045365	-8.11656400954671	-5.98078325944265	-6.09233656425595	-1.9051326369011	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-P4-A5EA	4.24027346541729	5.28648920888836	3.35669775039601	6.95124078559591	3.29953266612558	1.71698595643592	-3.91805748120359	1.77761245136558	-6.30450482503002	2.76760182308571	-2.04052279303943	5.30426396294652	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-P4-A5EB	-3.80196818665495	-4.8332439847477	-6.8308574682729	-5.25366464086621	-5.75354688593963	-11.373595939135	-10.6351115981584	-10.8915179866743	-8.80213770840167	1.24495837916777	-7.02961375564964	-6.54556622306064	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-P4-A5ED	1.64184661681289	1.60703952457042	1.48233012374046	-2.5841310224019	2.18158895599748	1.74852273570633	-6.80090845634408	-4.1646512026169	-6.80544566623345	2.94429921522755	-3.67826378350287	2.1267539418051	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-P4-AAVK	-4.52880029133053	-6.14191591390957	-5.10503978114204	-5.74768078522501	-4.81224643307522	-8.34436463873046	-9.21469356800542	-9.13997821289288	-7.85202808628215	1.03940998871209	-5.83939274423605	-5.96048758162623	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-P4-AAVL	-5.64246524392116	-6.44957570889663	-4.87230232443324	-4.81079765544047	-7.03450343005639	-10.5647000410516	-10.076656930847	-8.32016679133914	-9.18601900758836	1.60597633803978	-5.82347685499625	-3.80341557676969	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-P4-AAVM	-4.28452424087207	-6.20662180182308	-6.66444571802291	-5.1192529181125	-6.7385790336247	-9.68241751595153	-9.2821753884174	-10.5213523402382	-7.32116133916589	-3.57552479257673	-5.30028921942292	-7.75461537526546	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-P4-AAVO	-7.0339124510108	-6.10234398078109	-10.9974789597374	-6.99894487351764	-11.0205795163626	-15.8113800211115	-10.9389540944421	-10.4832509320456	-8.52901805074238	-3.22069421242784	-6.10222669512642	-7.72445914448779	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-PJ-A5Z8	2.27363854285092	3.13533261787813	2.24960135312775	-3.5270632907323	3.06250795789348	2.57269303939611	-7.93074662532761	-4.9925741234048	-7.6751096124514	2.79990572598002	-5.09752748398257	2.13134110834987	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-PJ-A5Z9	-4.80951245452454	-5.39171862539471	-5.65935793252142	-5.20329364434453	-6.46155158064471	-13.7903143127596	-10.5320178725869	-11.8054915371606	-8.87485531860103	1.23855466508725	-7.90800405266241	-4.53228832683294	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-Q2-A5QZ	-2.7604435050337	-3.26797702596511	-4.63371254681876	-4.99411133686531	-5.31470393427774	-8.95269745882571	-9.17956297706883	-5.04944611472146	-6.61997793147784	2.31820292848004	-4.55909334995567	-4.16206038201289	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A71R	-4.16386303386142	-4.99479428478776	-5.25839993410386	-5.36552089239281	-4.33530615930363	-15.4250216674052	-12.5400882153794	-12.2376916073428	-9.92319082753285	1.21484367826414	-7.3689154640161	-3.72887882291281	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A71S	-3.55910769607062	-4.40594851636596	-7.0373032360046	-4.28144037026058	-6.16558131499397	-11.0841827905607	-9.76081978112552	-9.55572645988246	-8.18027906292979	1.48910733674309	-6.33656911809381	-4.14532047586223	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A71U	0.917725348094169	-4.58144115920525	-3.64874826874247	-4.78100844335367	-4.53129846566193	-11.1075602378229	-10.2625567053483	-10.2265480030852	-8.95256600331219	1.45759059531871	-6.38557677009879	-3.63340515343437	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A71V	-2.99058478306616	-4.48294837093018	-3.13469184483963	-4.12932613350981	-3.68876566996488	-9.5766291178943	-10.1453937366667	-10.0466777065992	-8.07807931416318	1.4409591947574	-5.77146113805928	-3.52719983484575	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A71W	-5.62108305585334	-7.29404040016824	-5.13713517240278	-4.95363286329651	-4.43935597808191	-12.7906529986444	-10.2978781975293	-12.1410089516779	-9.10179723408661	1.36855740208652	-7.26798177798935	-4.71508231090945	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A7SL	-8.25900141353895	-8.13615024495183	-7.74726115077656	-5.8060425382307	-7.60139925036211	-22.0884513566286	-9.60858201377854	-11.3415646255773	-8.90841547976908	-5.7705326586802	-6.79250015441267	-4.54693500101793	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A7SM	-4.02129986462934	-5.76069094057045	-4.79045298029705	-4.85223653550942	-5.21731516191476	-9.1977477620169	-10.1662773621308	-8.46278741748976	-8.23007147906687	1.29794500201222	-5.62452454894746	-5.69386581805784	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A7SN	-3.4961311035162	-5.17936858687084	-3.40671904108977	-4.38390396186423	-4.05579224570909	1.85017987139055	-9.87814106331585	-7.04702293631885	-8.33202124910062	2.17850931970525	-4.88770585251708	-3.55240546825742	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A7SO	-3.95044062378653	-2.87138188602261	-7.96259122475935	-5.50088072705843	-6.26229678565407	-11.3933797684327	-9.85227298615945	-10.9972177158388	-8.02717381373034	-2.38403565974136	-6.59366768840269	-5.72315568657636	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A7SP	-2.8458007123566	-5.27375246620883	-2.93683172342492	-4.46368055507366	-4.31158629182667	1.50726118404675	-9.82588888048983	-8.41292998948121	-7.77378253214774	1.80866836979958	-5.64170346931597	-4.29592353710028	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A7SQ	-6.95839575331431	-6.52421802810585	-8.60457357066022	-5.9169559735905	-8.6225441196312	-12.8135810105306	-10.8949987431999	-10.0216400501172	-8.65892183832278	-3.05672555693045	-6.19764295623235	-6.4165663012678	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A7SR	-2.89033132374345	-4.97113223650198	-2.98778726309826	-4.47341282622645	-4.19393708333086	-9.12284547881578	-9.78957064510324	-10.0755106854329	-8.07429403859593	1.53545362315443	-6.63033563129308	-1.47529409092352	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A7SS	-5.02064385028406	-7.59416587690388	-5.12582367760455	-5.00063931657766	-4.28475183596413	-11.8954579341036	-10.0686302977902	-9.0714422664157	-8.87727573802767	1.35006458688776	-6.82386273222959	-3.27782520500818	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-SX-A7SU	-3.41468765686832	-4.84001103400178	-2.55389869685437	-3.75603403376859	-3.11290810957521	-10.0402048244088	-10.2612911857799	-8.87428116200727	-9.63692929085559	1.65540215662393	-6.3963336107318	-1.72736871230025	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UN-AAZ9	-4.40744249453304	-5.4754931831878	-2.10316581097914	-3.00087587180869	-3.02008941653403	-11.4961230200066	-8.12570326823628	-8.27508602935688	-8.0941438701145	-4.2809651256628	-5.65488668650886	-1.53089502530133	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PJ	-6.57109904595143	-6.44756824488383	-8.6664974399177	-5.06829535970464	-6.96803104846964	-9.76726517759027	-8.18564240596067	-9.0895146371817	-6.98755565508578	-2.66173099137724	-5.78275079753495	-7.75096632330946	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PK	-3.63886640239933	-4.98613563170006	-4.10990919878326	-3.89454268255854	-4.80777824811871	-9.81054566374684	-9.8897007826936	-9.50240400428677	-8.71948654075932	1.34810651972654	-6.03432376027239	-5.12952683460719	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PL	-7.36124209666556	-7.40913046327172	-7.61966015576885	-6.00456709971259	-7.15275408983354	-20.0192877545002	-11.6214566986045	-10.3889758995536	-9.29171834190326	-4.76235145356124	-7.36517461787297	-4.90913519221852	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PM	1.0732260438563	1.91602368212245	-3.08666495472604	-4.00461981463571	1.46331295425374	2.79597770411183	-9.35726830026669	-6.11592948793627	-7.90632848813042	2.62721635725246	-4.4953274851829	-3.0687680308024	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PN	-3.93664884111245	-5.50207909125788	-3.55283767705511	-4.09464826045911	-7.10279303412053	-10.5569887794819	-11.6181741335927	-6.03547890089633	-10.1700185503428	1.99491390827213	-5.45730228057801	1.36283682079955	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PO	1.53211283335096	2.63681940918344	-3.16069289805995	-4.41714465457153	-4.37642493850809	1.94332378277344	-9.29346950150546	-8.38953653369439	-7.74955568040843	1.54760869013047	-5.23785193965406	-4.49400871874351	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PP	-6.12402909954269	-6.44218768349509	-6.59645087140006	-4.98055955864375	-6.07896961696944	-12.4643652397769	-9.60264169359544	-8.89370999488565	-9.48082856049542	1.24399328919627	-6.72148005326226	-4.55004097762073	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PQ	-7.57514884620955	-6.97885486386066	-12.5112672255359	-7.92848013107779	-11.6661544947502	-22.3592978442617	-9.40158285372619	-12.3061557060303	-7.59175359147966	-4.47511577918511	-6.45859915059333	-7.21950372170775	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PR	-4.32158469684372	-5.25772269153943	-8.14790625435806	-5.56953652436671	-7.01988428232112	-9.53852813635131	-9.8720846524367	-9.88461068929538	-7.70782375724859	1.32603481880292	-5.93158167027919	-5.91592489615132	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PU	-3.93058050456394	-5.70799581206389	-4.18250504191863	-4.06884126608074	-4.13842185296902	-10.2779647662267	-9.94303684450007	-10.5897972384354	-8.35820672379234	1.01272363285736	-6.12029664247382	-5.37806602403789	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PV	-7.41786058005291	-7.74535824201514	-9.63230853864194	-6.18134288525255	-10.1232461773036	-21.0503241677788	-11.3139258361026	-11.4806883197831	-8.73634672105352	-5.87190137894835	-6.96971931303735	-6.59360567204087	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PX	-3.77533081286187	-5.64139519609476	-4.39964425085411	-5.1496080462614	-4.56172720690426	-9.72274117911706	-11.4104180369591	-10.8230432607511	-8.99598338960875	1.44933673381143	-6.73928868241153	-3.91451562916799	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PZ	-4.87426722252814	-5.88515276099223	-6.17122780347393	-5.13675137701087	-5.02758961811149	-12.9728349687506	-11.3775913937009	-11.5114391869851	-9.35336260463907	1.23941218766551	-6.81369425371651	-3.388952622381	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9Q0	-3.36327039235244	-5.32701572216163	-3.72032272881507	-5.06303200954894	-3.8451779487993	-11.5397627677764	-11.6205535918321	-8.74558282618089	-8.94476684001513	1.30467112173609	-6.11825334400939	-4.53664905304911	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9Q1	-3.05408800164277	-3.95185403675516	-3.64968554222431	-4.40066586082679	-5.28202283690189	-9.04041235490089	-9.45714221231376	-9.54704779213474	-7.29540213599589	-4.68398357107563	-5.67055971285431	-3.93932401347205	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-V9-A7HT	1.27886971436681	2.56130056033946	0.783396368609221	-3.40625027315966	-5.87543973803949	2.54435876742817	-9.69007920715609	-7.52897324686925	-7.91327979554177	2.59855535960761	-5.06256179048569	0.520697965644593	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-WN-A9G9	2.2485641062289	3.21963966300383	3.91461861202498	8.16170737975945	4.99485112019526	3.43381124227174	3.7041828012381	2.37938274415515	4.07967420140387	2.0653723508553	-3.73126257694502	5.32525046779602	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-WN-AB4C	-3.41615543960696	-3.67572149912003	-2.82612689743501	-4.57773369178973	-3.86144578561468	1.58905808918887	-8.08997782334679	-7.13784590622065	-6.09674617592086	2.02312219140132	-4.78661619954513	-6.09337457386582	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-Y8-A894	-7.34056260861216	-7.52296612562343	-10.356095437701	-6.02627846710915	-11.4065033595129	-25.6977307758893	-10.8450841097702	-12.0070018989932	-8.00098416150843	-6.44115519384132	-6.71311310354178	-5.97438786263791	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-Y8-A895	0.881870026974318	-5.48912257947453	-3.67637843410792	-4.02124164277904	-4.14655348570501	-10.7719336215189	-9.80236888024633	-9.23835304410021	-7.99058315169755	1.09858841903202	-5.94439246738914	-4.51700265391615	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-Y8-A896	1.83944201424983	3.05252596423532	1.7647676470482	-2.91331151903535	2.44477363995807	2.89757731288263	-6.02097085620865	-4.30617703310399	-6.30373037232649	2.71099337303502	-4.03956644830905	1.21163542386081	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-Y8-A897	-4.28059764119339	-6.06763158513107	-2.94271462203949	-4.34157610921279	-4.72974559477336	1.5438738478367	-9.71564878119762	-8.20993682889104	-8.89663591110847	1.46117475074597	-6.14634682708975	-2.98686817996138	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-Y8-A898	-2.81514588628896	-4.05340256477901	-2.79396452858673	-3.77100009012027	-4.15068963878166	2.68344948695138	-8.72687861591454	-7.4686078956033	-7.03860810955177	2.77699194245187	-5.31763439931934	-4.0339635563447	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-Y8-A8RY	-2.95812374290069	-4.20516724315835	-2.90869874551081	-4.26492546442019	-4.56871976824834	-9.45895031612838	-9.27720458572658	-8.20561575376151	-7.64157396880248	2.04890573280572	-6.01519023182821	-0.897164877263233	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-Y8-A8RZ	-4.42784140181958	-3.92523066244	-6.38985151736885	-4.81003817283377	-7.07991509360718	-10.6008581140071	-9.27800583441726	-10.3423697816381	-7.43819967140908	-3.61555156302144	-5.62916753676988	-5.37529356961406	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-Y8-A8S0	-3.50895770498271	-5.22551813116699	-6.5954682879867	-4.54875790150843	-5.62997394510844	-10.6572288079761	-9.49653480138928	-10.7594533325546	-8.36248573458615	-3.20536717882697	-6.22812881857529	-5.3390588349042	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-Y8-A8S1	2.51617762158989	3.14717795746712	1.399480636877	-3.21484862116377	2.16237069169	2.8528291590035	-8.41134913080023	-5.51771838826371	-6.28058717757238	4.08207844309987	-4.47524482837335	2.07618827521019	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-DV-A4W0	-3.11631810457048	-3.82418898620545	-3.62077406742271	-3.29088549446511	-6.82759528209641	-11.7771895704477	-10.5918682882121	-6.07901940346382	-8.43525498466705	1.2297936511144	-4.48389870827068	-2.94170899947064	0	0	0	0	0	0	0	0	0	0	0	0
KIPAN__TCGA-UZ-A9PS	-3.77785272065824	-5.37860061461929	-3.2206755045346	-4.3534971764307	-6.49281360916712	-9.78877524143291	-10.2620575792888	-7.95829896880062	-8.83549538320667	1.34892937679957	-5.53175257104328	-4.437081705215	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-3Z-A93Z	-3.04365726913603	-3.37169346071159	-3.75528394890458	-4.15630254026378	-6.8244921990336	-9.72540223151397	-10.0058760618562	-6.05724082182241	-8.86292912722521	2.23982768990004	-5.16198171893742	1.55124833303126	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-6D-AA2E	1.18099774620683	2.31763370789633	-2.83558415688085	-3.34748583960456	-4.11052976852058	-11.325804811982	-8.52404878683964	-8.00125492525035	-7.85240694383658	1.85263925754746	-6.32745534541178	0.814486452576582	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3306	1.33495893793839	2.82855541547634	1.3281117186466	3.24148956142947	1.47877543508319	2.37778241308628	-6.0805948140736	-3.56836097362933	-5.51937900615849	1.61585937688448	-3.15847505742985	-1.85363054958112	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3307	1.51842047914745	2.71294362883307	1.97973708740651	-3.35217956106105	2.45320438509726	2.62027973647594	-7.66686520659613	-5.2559737483284	-6.40059556026269	2.09909933943333	-3.77106863010995	1.87637952405817	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3308	-3.21206990696082	-4.49753354262342	-4.25649654966972	-3.29629064800844	-6.60401487104506	1.43995329411219	-9.54809745140412	-4.86763437509795	-7.9145432082062	1.92813115370198	-4.27459789170593	1.42234034134008	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3311	2.04315679441915	3.81251584914926	1.90861730252182	3.57794321055206	2.7665501539416	3.094144619003	-6.80770007116106	-4.17658992702284	-5.90880159737779	2.69263832273638	-3.20546246101321	1.96492814199455	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3313	-2.9044511472078	1.44727600694947	-5.60427349510226	-4.32828650504856	-6.14249231271059	-9.32165935906518	-8.20305566717007	-7.67554515266341	-5.99233220928337	1.24256980771571	-3.50098755076513	-5.42347402772871	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3316	1.48744213398871	2.63856277570274	0.794579351751675	-2.37255976795186	1.93421921761384	2.8540083398033	-7.31412142403514	-3.5264436063974	-6.45882905575535	2.86516647573923	-4.18759745383698	-1.52725661235813	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3317	1.70334237066909	2.59849423821962	1.48459371572282	2.8273555066797	-6.40800174208372	1.78730065801241	-8.75378619741978	-5.20858478184203	-7.56284772516829	2.7962055156873	-4.14562053512878	2.37338576721571	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3319	-3.47691899621756	-4.10891339360882	0.832374602740045	-3.31437439987345	-5.24993211294489	2.34191697948219	-7.4741663929363	-4.10299269982541	-7.43450255133414	2.36060284552816	-4.76608993008479	-2.68523785853243	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3320	1.75103495546947	3.13344698184392	1.31384157763552	-3.40808264325249	-6.97443729742766	1.75276016591184	-7.91341529819317	-5.13218098015828	-6.52532174067919	1.81930381259948	-3.27312693094513	1.99518306996392	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3322	-4.34032114236254	-4.74159859631554	-3.04790822062678	-3.23394593432108	-6.99803742265415	1.68147175524492	-7.81626575725795	-4.70609907905381	-6.57329220377767	2.24073969968139	-3.10636460253326	0.893205143255764	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3323	2.28071689236211	3.33984589522685	2.14510418428471	3.83647747208475	3.00493243668639	1.95418248776952	-7.34991501827404	-4.38277919575848	-6.11630890473067	3.17469050056285	-3.72460868452561	3.21160686317557	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3324	1.59931333573672	3.30956444478169	2.23363445483387	3.77638616815876	2.62844607061846	2.65690221683957	-6.64936401224161	-3.95250538098419	-6.00032193164156	2.22235244134091	-3.28804833729722	2.25654870259123	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3325	1.599243216799	2.99348678057212	1.04517882778986	-4.27479096202493	-7.44398680740587	2.29431760105741	-7.98649981045268	-4.83228624058391	-6.96537662224018	2.43443936481122	-4.16683063754065	1.17081223112881	0	0	0	0	0	0	0	0	0	0	0	0
KIRC__TCGA-A3-3326	3.03321955640308	4.99464526754085	2.49932803914315	5.22768111484489	2.93734111744228	3.42665929636138	-6.1343659213309	-4.26659146814981	-5.65470237071757	2.44537501687874	-3.06129897759321	3.24100933927228	0	0	0	0	0	0	0	0	0	0	0	0
